
Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Procente, Valoare
Total, Bacau, Anul 2013, Procente, 44.3
Total, Bacau, Anul 2014, Procente, 55
Total, Bacau, Anul 2015, Procente, 54.8
Total, Bacau, Anul 2016, Procente, 53.4
Total, Bacau, Anul 2017, Procente, 54.4
Total, Botosani, Anul 1990, Procente, 86.3
Total, Botosani, Anul 1991, Procente, 86
Total, Botosani, Anul 1992, Procente, 81.7
Total, Botosani, Anul 1993, Procente, 76.6
Total, Botosani, Anul 1994, Procente, 71.2
Total, Botosani, Anul 1995, Procente, 69.1
Total, Botosani, Anul 1996, Procente, 70
Total, Botosani, Anul 1997, Procente, 67.2
Total, Botosani, Anul 1998, Procente, 64.3
Total, Botosani, Anul 1999, Procente, 67.3
Total, Botosani, Anul 2000, Procente, 67.1
Total, Botosani, Anul 2001, Procente, 64
Total, Botosani, Anul 2002, Procente, 60.2
Total, Botosani, Anul 2003, Procente, 57.1
Total, Botosani, Anul 2004, Procente, 55.3
Total, Botosani, Anul 2005, Procente, 54.9
Total, Botosani, Anul 2006, Procente, 54.2
Total, Botosani, Anul 2007, Procente, 55.6
Total, Botosani, Anul 2008, Procente, 54.4
Total, Botosani, Anul 2009, Procente, 52.6
Total, Botosani, Anul 2010, Procente, 51.8
Total, Botosani, Anul 2011, Procente, 52.8
Total, Botosani, Anul 2012, Procente, 54.4
Total, Botosani, Anul 2013, Procente, 53.6
Total, Botosani, Anul 2014, Procente, 61.1
Total, Botosani, Anul 2015, Procente, 59.3
Total, Botosani, Anul 2016, Procente, 55.6
Total, Botosani, Anul 2017, Procente, 56.3
Total, Iasi, Anul 1990, Procente, 80.4
Total, Iasi, Anul 1991, Procente, 80.6
Total, Iasi, Anul 1992, Procente, 75.9
Total, Iasi, Anul 1993, Procente, 69.7
Total, Iasi, Anul 1994, Procente, 71
Total, Iasi, Anul 1995, Procente, 70.1
Total, Iasi, Anul 1996, Procente, 67.2
Total, Iasi, Anul 1997, Procente, 61.6
Total, Iasi, Anul 1998, Procente, 62.9
Total, Iasi, Anul 1999, Procente, 61.2
Total, Iasi, Anul 2000, Procente, 62
Total, Iasi, Anul 2001, Procente, 62.1
Total, Iasi, Anul 2002, Procente, 59.7
Total, Iasi, Anul 2003, Procente, 57.1
Total, Iasi, Anul 2004, Procente, 56.1
Total, Iasi, Anul 2005, Procente, 56.9
Total, Iasi, Anul 2006, Procente, 56
Total, Iasi, Anul 2007, Procente, 56.7
Total, Iasi, Anul 2008, Procente, 56.1
Total, Iasi, Anul 2009, Procente, 53.8
Total, Iasi, Anul 2010, Procente, 53.3
Total, Iasi, Anul 2011, Procente, 50.7
Total, Iasi, Anul 2012, Procente, 51.3
Total, Iasi, Anul 2013, Procente, 49.9
Total, Iasi, Anul 2014, Procente, 54.3
Total, Iasi, Anul 2015, Procente, 53.9
Total, Iasi, Anul 2016, Procente, 53.1
Total, Iasi, Anul 2017, Procente, 54.5
Total, Neamt, Anul 1990, Procente, 85.2
Total, Neamt, Anul 1991, Procente, 85
Total, Neamt, Anul 1992, Procente, 79.6
Total, Neamt, Anul 1993, Procente, 73.1
Total, Neamt, Anul 1994, Procente, 70.7
Total, Neamt, Anul 1995, Procente, 69
Total, Neamt, Anul 1996, Procente, 69.3
Total, Neamt, Anul 1997, Procente, 66.1
Total, Neamt, Anul 1998, Procente, 64.7
Total, Neamt, Anul 1999, Procente, 63.4
Total, Neamt, Anul 2000, Procente, 64.8
Total, Neamt, Anul 2001, Procente, 62.5
Total, Neamt, Anul 2002, Procente, 59.4
Total, Neamt, Anul 2003, Procente, 57.6
Total, Neamt, Anul 2004, Procente, 55.5
Total, Neamt, Anul 2005, Procente, 55.3
Total, Neamt, Anul 2006, Procente, 54.1
Total, Neamt, Anul 2007, Procente, 54.5
Total, Neamt, Anul 2008, Procente, 54
Total, Neamt, Anul 2009, Procente, 51.9
Total, Neamt, Anul 2010, Procente, 52
Total, Neamt, Anul 2011, Procente, 51.1
Total, Neamt, Anul 2012, Procente, 52.9
Total, Neamt, Anul 2013, Procente, 51.9
Total, Neamt, Anul 2014, Procente, 68
Total, Neamt, Anul 2015, Procente, 66.3
Total, Neamt, Anul 2016, Procente, 63.2
Total, Neamt, Anul 2017, Procente, 64
Total, Suceava, Anul 1990, Procente, 89
Total, Suceava, Anul 1991, Procente, 86.9
Total, Suceava, Anul 1992, Procente, 83.1
Total, Suceava, Anul 1993, Procente, 78.4
Total, Suceava, Anul 1994, Procente, 79.4
Total, Suceava, Anul 1995, Procente, 71.1
Total, Suceava, Anul 1996, Procente, 70.4
Total, Suceava, Anul 1997, Procente, 68.8
Total, Suceava, Anul 1998, Procente, 67.2
Total, Suceava, Anul 1999, Procente, 67
Total, Suceava, Anul 2000, Procente, 66.6
Total, Suceava, Anul 2001, Procente, 64.4
Total, Suceava, Anul 2002, Procente, 61.4
Total, Suceava, Anul 2003, Procente, 59.4
Total, Suceava, Anul 2004, Procente, 57.4
Total, Suceava, Anul 2005, Procente, 57
Total, Suceava, Anul 2006, Procente, 55.8
Total, Suceava, Anul 2007, Procente, 56.8
Total, Suceava, Anul 2008, Procente, 56.3
Total, Suceava, Anul 2009, Procente, 53.8
Total, Suceava, Anul 2010, Procente, 53.7
Total, Suceava, Anul 2011, Procente, 51.9
Total, Suceava, Anul 2012, Procente, 52.5
Total, Suceava, Anul 2013, Procente, 51.3
Total, Suceava, Anul 2014, Procente, 60.2
Total, Suceava, Anul 2015, Procente, 58.4
Total, Suceava, Anul 2016, Procente, 56.4
Total, Suceava, Anul 2017, Procente, 56.6
Total, Vaslui, Anul 1990, Procente, 85.8
Total, Vaslui, Anul 1991, Procente, 85.1
Total, Vaslui, Anul 1992, Procente, 76.8
Total, Vaslui, Anul 1993, Procente, 69.9
Total, Vaslui, Anul 1994, Procente, 68.7
Total, Vaslui, Anul 1995, Procente, 67.3
Total, Vaslui, Anul 1996, Procente, 67.6
Total, Vaslui, Anul 1997, Procente, 67.3
Total, Vaslui, Anul 1998, Procente, 63.7
Total, Vaslui, Anul 1999, Procente, 63
Total, Vaslui, Anul 2000, Procente, 63.1
Total, Vaslui, Anul 2001, Procente, 60.1
Total, Vaslui, Anul 2002, Procente, 54.1
Total, Vaslui, Anul 2003, Procente, 54.3
Total, Vaslui, Anul 2004, Procente, 50.9
Total, Vaslui, Anul 2005, Procente, 51.7
Total, Vaslui, Anul 2006, Procente, 50.8
Total, Vaslui, Anul 2007, Procente, 52
Total, Vaslui, Anul 2008, Procente, 52
Total, Vaslui, Anul 2009, Procente, 49.8
Total, Vaslui, Anul 2010, Procente, 48.6
Total, Vaslui, Anul 2011, Procente, 49.1
Total, Vaslui, Anul 2012, Procente, 50.2
Total, Vaslui, Anul 2013, Procente, 47.8
Total, Vaslui, Anul 2014, Procente, 58.7
Total, Vaslui, Anul 2015, Procente, 57.2
Total, Vaslui, Anul 2016, Procente, 53.7
Total, Vaslui, Anul 2017, Procente, 54.6
Total, Regiunea SUD-EST, Anul 1990, Procente, 79.3
Total, Regiunea SUD-EST, Anul 1991, Procente, 80.1
Total, Regiunea SUD-EST, Anul 1992, Procente, 77
Total, Regiunea SUD-EST, Anul 1993, Procente, 73.5
Total, Regiunea SUD-EST, Anul 1994, Procente, 72.2
Total, Regiunea SUD-EST, Anul 1995, Procente, 68.3
Total, Regiunea SUD-EST, Anul 1996, Procente, 67.4
Total, Regiunea SUD-EST, Anul 1997, Procente, 64.5
Total, Regiunea SUD-EST, Anul 1998, Procente, 62
Total, Regiunea SUD-EST, Anul 1999, Procente, 60.1
Total, Regiunea SUD-EST, Anul 2000, Procente, 60.8
Total, Regiunea SUD-EST, Anul 2001, Procente, 58.3
Total, Regiunea SUD-EST, Anul 2002, Procente, 56.6
Total, Regiunea SUD-EST, Anul 2003, Procente, 55.9
Total, Regiunea SUD-EST, Anul 2004, Procente, 55.3
Total, Regiunea SUD-EST, Anul 2005, Procente, 55.1
Total, Regiunea SUD-EST, Anul 2006, Procente, 55.7
Total, Regiunea SUD-EST, Anul 2007, Procente, 57.2
Total, Regiunea SUD-EST, Anul 2008, Procente, 57.5
Total, Regiunea SUD-EST, Anul 2009, Procente, 54.5
Total, Regiunea SUD-EST, Anul 2010, Procente, 53.3
Total, Regiunea SUD-EST, Anul 2011, Procente, 53
Total, Regiunea SUD-EST, Anul 2012, Procente, 54.6
Total, Regiunea SUD-EST, Anul 2013, Procente, 54.5
Total, Regiunea SUD-EST, Anul 2014, Procente, 68.8
Total, Regiunea SUD-EST, Anul 2015, Procente, 62.8
Total, Regiunea SUD-EST, Anul 2016, Procente, 61.1
Total, Regiunea SUD-EST, Anul 2017, Procente, 62.4
Total, Braila, Anul 1990, Procente, 78.3
Total, Braila, Anul 1991, Procente, 80.8
Total, Braila, Anul 1992, Procente, 77.9
Total, Braila, Anul 1993, Procente, 73.7
Total, Braila, Anul 1994, Procente, 75.5
Total, Braila, Anul 1995, Procente, 66.3
Total, Braila, Anul 1996, Procente, 64.4
Total, Braila, Anul 1997, Procente, 58
Total, Braila, Anul 1998, Procente, 57.7
Total, Braila, Anul 1999, Procente, 55.9
Total, Braila, Anul 2000, Procente, 62.8
Total, Braila, Anul 2001, Procente, 54.9
Total, Braila, Anul 2002, Procente, 55.4
Total, Braila, Anul 2003, Procente, 53.1
Total, Braila, Anul 2004, Procente, 51.5
Total, Braila, Anul 2005, Procente, 52.8
Total, Braila, Anul 2006, Procente, 53.8
Total, Braila, Anul 2007, Procente, 56.1
Total, Braila, Anul 2008, Procente, 56.6
Total, Braila, Anul 2009, Procente, 54.2
Total, Braila, Anul 2010, Procente, 52.2
Total, Braila, Anul 2011, Procente, 52.7
Total, Braila, Anul 2012, Procente, 53.3
Total, Braila, Anul 2013, Procente, 53.1
Total, Braila, Anul 2014, Procente, 63
Total, Braila, Anul 2015, Procente, 63.2
Total, Braila, Anul 2016, Procente, 62.3
Total, Braila, Anul 2017, Procente, 65.7
Total, Buzau, Anul 1990, Procente, 85.6
Total, Buzau, Anul 1991, Procente, 87
Total, Buzau, Anul 1992, Procente, 80.5
Total, Buzau, Anul 1993, Procente, 77
Total, Buzau, Anul 1994, Procente, 71.4
Total, Buzau, Anul 1995, Procente, 67.5
Total, Buzau, Anul 1996, Procente, 69.9
Total, Buzau, Anul 1997, Procente, 71
Total, Buzau, Anul 1998, Procente, 65
Total, Buzau, Anul 1999, Procente, 66.4
Total, Buzau, Anul 2000, Procente, 65.2
Total, Buzau, Anul 2001, Procente, 65
Total, Buzau, Anul 2002, Procente, 61
Total, Buzau, Anul 2003, Procente, 61.7
Total, Buzau, Anul 2004, Procente, 60.3
Total, Buzau, Anul 2005, Procente, 59.6
Total, Buzau, Anul 2006, Procente, 59.9
Total, Buzau, Anul 2007, Procente, 61.2
Total, Buzau, Anul 2008, Procente, 60.4
Total, Buzau, Anul 2009, Procente, 58.3
Total, Buzau, Anul 2010, Procente, 57.9
Total, Buzau, Anul 2011, Procente, 57.9
Total, Buzau, Anul 2012, Procente, 59.1
Total, Buzau, Anul 2013, Procente, 59.1
Total, Buzau, Anul 2014, Procente, 65.5
Total, Buzau, Anul 2015, Procente, 64.4
Total, Buzau, Anul 2016, Procente, 60.9
Total, Buzau, Anul 2017, Procente, 62.2
Total, Constanta, Anul 1990, Procente, 73.6
Total, Constanta, Anul 1991, Procente, 77.8
Total, Constanta, Anul 1992, Procente, 76
Total, Constanta, Anul 1993, Procente, 73.7
Total, Constanta, Anul 1994, Procente, 72.8
Total, Constanta, Anul 1995, Procente, 65.5
Total, Constanta, Anul 1996, Procente, 64.3
Total, Constanta, Anul 1997, Procente, 66
Total, Constanta, Anul 1998, Procente, 60.2
Total, Constanta, Anul 1999, Procente, 58.2
Total, Constanta, Anul 2000, Procente, 57.6
Total, Constanta, Anul 2001, Procente, 56.3
Total, Constanta, Anul 2002, Procente, 58.3
Total, Constanta, Anul 2003, Procente, 57.8
Total, Constanta, Anul 2004, Procente, 58.6
Total, Constanta, Anul 2005, Procente, 58.4
Total, Constanta, Anul 2006, Procente, 59.9
Total, Constanta, Anul 2007, Procente, 61.7
Total, Constanta, Anul 2008, Procente, 63
Total, Constanta, Anul 2009, Procente, 59.7
Total, Constanta, Anul 2010, Procente, 58.5
Total, Constanta, Anul 2011, Procente, 57.8
Total, Constanta, Anul 2012, Procente, 59.7
Total, Constanta, Anul 2013, Procente, 60.1
Total, Constanta, Anul 2014, Procente, 65
Total, Constanta, Anul 2015, Procente, 65.3
Total, Constanta, Anul 2016, Procente, 64.3
Total, Constanta, Anul 2017, Procente, 64.5
Total, Galati, Anul 1990, Procente, 76.8
Total, Galati, Anul 1991, Procente, 75.6
Total, Galati, Anul 1992, Procente, 74.6
Total, Galati, Anul 1993, Procente, 69.9
Total, Galati, Anul 1994, Procente, 67.8
Total, Galati, Anul 1995, Procente, 66.3
Total, Galati, Anul 1996, Procente, 66
Total, Galati, Anul 1997, Procente, 62.6
Total, Galati, Anul 1998, Procente, 62.7
Total, Galati, Anul 1999, Procente, 57.8
Total, Galati, Anul 2000, Procente, 57.4
Total, Galati, Anul 2001, Procente, 54.6
Total, Galati, Anul 2002, Procente, 51.2
Total, Galati, Anul 2003, Procente, 50
Total, Galati, Anul 2004, Procente, 49.6
Total, Galati, Anul 2005, Procente, 49.3
Total, Galati, Anul 2006, Procente, 49.3
Total, Galati, Anul 2007, Procente, 50.4
Total, Galati, Anul 2008, Procente, 50.6
Total, Galati, Anul 2009, Procente, 46.7
Total, Galati, Anul 2010, Procente, 44.4
Total, Galati, Anul 2011, Procente, 44.1
Total, Galati, Anul 2012, Procente, 45.1
Total, Galati, Anul 2013, Procente, 45.2
Total, Galati, Anul 2014, Procente, 54.7
Total, Galati, Anul 2015, Procente, 54.7
Total, Galati, Anul 2016, Procente, 53
Total, Galati, Anul 2017, Procente, 54.5
Total, Tulcea, Anul 1990, Procente, 83.8
Total, Tulcea, Anul 1991, Procente, 77.5
Total, Tulcea, Anul 1992, Procente, 73.3
Total, Tulcea, Anul 1993, Procente, 68.1
Total, Tulcea, Anul 1994, Procente, 69.9
Total, Tulcea, Anul 1995, Procente, 68.8
Total, Tulcea, Anul 1996, Procente, 66.6
Total, Tulcea, Anul 1997, Procente, 56.6
Total, Tulcea, Anul 1998, Procente, 58.7
Total, Tulcea, Anul 1999, Procente, 55.3
Total, Tulcea, Anul 2000, Procente, 56.8
Total, Tulcea, Anul 2001, Procente, 55.3
Total, Tulcea, Anul 2002, Procente, 52.3
Total, Tulcea, Anul 2003, Procente, 53.4
Total, Tulcea, Anul 2004, Procente, 51.4
Total, Tulcea, Anul 2005, Procente, 51.4
Total, Tulcea, Anul 2006, Procente, 51.7
Total, Tulcea, Anul 2007, Procente, 52.4
Total, Tulcea, Anul 2008, Procente, 52.1
Total, Tulcea, Anul 2009, Procente, 49.5
Total, Tulcea, Anul 2010, Procente, 47.9
Total, Tulcea, Anul 2011, Procente, 48.3
Total, Tulcea, Anul 2012, Procente, 51.4
Total, Tulcea, Anul 2013, Procente, 51
Total, Tulcea, Anul 2014, Procente, 63.7
Total, Tulcea, Anul 2015, Procente, 63.7
Total, Tulcea, Anul 2016, Procente, 62.4
Total, Tulcea, Anul 2017, Procente, 64.7
Total, Vrancea, Anul 1990, Procente, 85.3
Total, Vrancea, Anul 1991, Procente, 85.5
Total, Vrancea, Anul 1992, Procente, 80.4
Total, Vrancea, Anul 1993, Procente, 78.5
Total, Vrancea, Anul 1994, Procente, 78
Total, Vrancea, Anul 1995, Procente, 80
Total, Vrancea, Anul 1996, Procente, 76.5
Total, Vrancea, Anul 1997, Procente, 68.4
Total, Vrancea, Anul 1998, Procente, 67.1
Total, Vrancea, Anul 1999, Procente, 67.5
Total, Vrancea, Anul 2000, Procente, 68.9
Total, Vrancea, Anul 2001, Procente, 66.4
Total, Vrancea, Anul 2002, Procente, 61.4
Total, Vrancea, Anul 2003, Procente, 59.4
Total, Vrancea, Anul 2004, Procente, 58.1
Total, Vrancea, Anul 2005, Procente, 57.8
Total, Vrancea, Anul 2006, Procente, 57.8
Total, Vrancea, Anul 2007, Procente, 58.9
Total, Vrancea, Anul 2008, Procente, 58.8
Total, Vrancea, Anul 2009, Procente, 56.5
Total, Vrancea, Anul 2010, Procente, 56.5
Total, Vrancea, Anul 2011, Procente, 55.8
Total, Vrancea, Anul 2012, Procente, 58
Total, Vrancea, Anul 2013, Procente, 56.7
Total, Vrancea, Anul 2014, Procente, 68.9
Total, Vrancea, Anul 2015, Procente, 68.1
Total, Vrancea, Anul 2016, Procente, 65.9
Total, Vrancea, Anul 2017, Procente, 66.8
Total, MACROREGIUNEA TREI, Anul 1990, Procente, 82
Total, MACROREGIUNEA TREI, Anul 1991, Procente, 83.2
Total, MACROREGIUNEA TREI, Anul 1992, Procente, 82
Total, MACROREGIUNEA TREI, Anul 1993, Procente, 77.9
Total, MACROREGIUNEA TREI, Anul 1994, Procente, 76.9
Total, MACROREGIUNEA TREI, Anul 1995, Procente, 71.1
Total, MACROREGIUNEA TREI, Anul 1996, Procente, 68.4
Total, MACROREGIUNEA TREI, Anul 1997, Procente, 65.3
Total, MACROREGIUNEA TREI, Anul 1998, Procente, 64.7
Total, MACROREGIUNEA TREI, Anul 1999, Procente, 58.8
Total, MACROREGIUNEA TREI, Anul 2000, Procente, 62.3
Total, MACROREGIUNEA TREI, Anul 2001, Procente, 61
Total, MACROREGIUNEA TREI, Anul 2002, Procente, 62.4
Total, MACROREGIUNEA TREI, Anul 2003, Procente, 61.9
Total, MACROREGIUNEA TREI, Anul 2004, Procente, 61.2
Total, MACROREGIUNEA TREI, Anul 2005, Procente, 63.2
Total, MACROREGIUNEA TREI, Anul 2006, Procente, 65
Total, MACROREGIUNEA TREI, Anul 2007, Procente, 68.2
Total, MACROREGIUNEA TREI, Anul 2008, Procente, 69.9
Total, MACROREGIUNEA TREI, Anul 2009, Procente, 66.3
Total, MACROREGIUNEA TREI, Anul 2010, Procente, 65.2
Total, MACROREGIUNEA TREI, Anul 2011, Procente, 65.6
Total, MACROREGIUNEA TREI, Anul 2012, Procente, 66.9
Total, MACROREGIUNEA TREI, Anul 2013, Procente, 67.4
Total, MACROREGIUNEA TREI, Anul 2014, Procente, 69.8
Total, MACROREGIUNEA TREI, Anul 2015, Procente, 70.2
Total, MACROREGIUNEA TREI, Anul 2016, Procente, 71.6
Total, MACROREGIUNEA TREI, Anul 2017, Procente, 72.7
Total, Regiunea SUD-MUNTENIA, Anul 1990, Procente, 82.2
Total, Regiunea SUD-MUNTENIA, Anul 1991, Procente, 82.6
Total, Regiunea SUD-MUNTENIA, Anul 1992, Procente, 80.7
Total, Regiunea SUD-MUNTENIA, Anul 1993, Procente, 77.8
Total, Regiunea SUD-MUNTENIA, Anul 1994, Procente, 76.3
Total, Regiunea SUD-MUNTENIA, Anul 1995, Procente, 72.4
Total, Regiunea SUD-MUNTENIA, Anul 1996, Procente, 70.8
Total, Regiunea SUD-MUNTENIA, Anul 1997, Procente, 68.2
Total, Regiunea SUD-MUNTENIA, Anul 1998, Procente, 66.4
Total, Regiunea SUD-MUNTENIA, Anul 1999, Procente, 64.5
Total, Regiunea SUD-MUNTENIA, Anul 2000, Procente, 64.6
Total, Regiunea SUD-MUNTENIA, Anul 2001, Procente, 62.4
Total, Regiunea SUD-MUNTENIA, Anul 2002, Procente, 61
Total, Regiunea SUD-MUNTENIA, Anul 2003, Procente, 59.3
Total, Regiunea SUD-MUNTENIA, Anul 2004, Procente, 57.4
Total, Regiunea SUD-MUNTENIA, Anul 2005, Procente, 57.4
Total, Regiunea SUD-MUNTENIA, Anul 2006, Procente, 57.5
Total, Regiunea SUD-MUNTENIA, Anul 2007, Procente, 59.3
Total, Regiunea SUD-MUNTENIA, Anul 2008, Procente, 58.8
Total, Regiunea SUD-MUNTENIA, Anul 2009, Procente, 56.2
Total, Regiunea SUD-MUNTENIA, Anul 2010, Procente, 55.3
Total, Regiunea SUD-MUNTENIA, Anul 2011, Procente, 55.4
Total, Regiunea SUD-MUNTENIA, Anul 2012, Procente, 56.9
Total, Regiunea SUD-MUNTENIA, Anul 2013, Procente, 56.5
Total, Regiunea SUD-MUNTENIA, Anul 2014, Procente, 58.7
Total, Regiunea SUD-MUNTENIA, Anul 2015, Procente, 59.6
Total, Regiunea SUD-MUNTENIA, Anul 2016, Procente, 58.2
Total, Regiunea SUD-MUNTENIA, Anul 2017, Procente, 59.5
Total, Arges, Anul 1990, Procente, 86.4
Total, Arges, Anul 1991, Procente, 86.9
Total, Arges, Anul 1992, Procente, 82.4
Total, Arges, Anul 1993, Procente, 80.8
Total, Arges, Anul 1994, Procente, 79.2
Total, Arges, Anul 1995, Procente, 75.7
Total, Arges, Anul 1996, Procente, 75.3
Total, Arges, Anul 1997, Procente, 71.5
Total, Arges, Anul 1998, Procente, 71.7
Total, Arges, Anul 1999, Procente, 69.6
Total, Arges, Anul 2000, Procente, 71.3
Total, Arges, Anul 2001, Procente, 66.8
Total, Arges, Anul 2002, Procente, 66.2
Total, Arges, Anul 2003, Procente, 63.7
Total, Arges, Anul 2004, Procente, 62.3
Total, Arges, Anul 2005, Procente, 62.5
Total, Arges, Anul 2006, Procente, 62.1
Total, Arges, Anul 2007, Procente, 64.6
Total, Arges, Anul 2008, Procente, 64
Total, Arges, Anul 2009, Procente, 59.8
Total, Arges, Anul 2010, Procente, 58.6
Total, Arges, Anul 2011, Procente, 58.6
Total, Arges, Anul 2012, Procente, 60.6
Total, Arges, Anul 2013, Procente, 60.1
Total, Arges, Anul 2014, Procente, 64.4
Total, Arges, Anul 2015, Procente, 65.1
Total, Arges, Anul 2016, Procente, 65.4
Total, Arges, Anul 2017, Procente, 67.4
Total, Calarasi, Anul 1990, Procente, 78.9
Total, Calarasi, Anul 1991, Procente, 80.2
Total, Calarasi, Anul 1992, Procente, 76.6
Total, Calarasi, Anul 1993, Procente, 72.5
Total, Calarasi, Anul 1994, Procente, 68.3
Total, Calarasi, Anul 1995, Procente, 65.5
Total, Calarasi, Anul 1996, Procente, 63.7
Total, Calarasi, Anul 1997, Procente, 63.7
Total, Calarasi, Anul 1998, Procente, 64.1
Total, Calarasi, Anul 1999, Procente, 58.8
Total, Calarasi, Anul 2000, Procente, 59.9
Total, Calarasi, Anul 2001, Procente, 57
Total, Calarasi, Anul 2002, Procente, 53.9
Total, Calarasi, Anul 2003, Procente, 53.3
Total, Calarasi, Anul 2004, Procente, 52.4
Total, Calarasi, Anul 2005, Procente, 52.5
Total, Calarasi, Anul 2006, Procente, 52.6
Total, Calarasi, Anul 2007, Procente, 53.1
Total, Calarasi, Anul 2008, Procente, 52.9
Total, Calarasi, Anul 2009, Procente, 49.9
Total, Calarasi, Anul 2010, Procente, 51
Total, Calarasi, Anul 2011, Procente, 50.6
Total, Calarasi, Anul 2012, Procente, 51.6
Total, Calarasi, Anul 2013, Procente, 50.7
Total, Calarasi, Anul 2014, Procente, 52.7
Total, Calarasi, Anul 2015, Procente, 51.2
Total, Calarasi, Anul 2016, Procente, 48.1
Total, Calarasi, Anul 2017, Procente, 49.2
Total, Dambovita, Anul 1990, Procente, 86.2
Total, Dambovita, Anul 1991, Procente, 86.3
Total, Dambovita, Anul 1992, Procente, 83.4
Total, Dambovita, Anul 1993, Procente, 80.1
Total, Dambovita, Anul 1994, Procente, 75.4
Total, Dambovita, Anul 1995, Procente, 73.4
Total, Dambovita, Anul 1996, Procente, 71.7
Total, Dambovita, Anul 1997, Procente, 72.1
Total, Dambovita, Anul 1998, Procente, 69.8
Total, Dambovita, Anul 1999, Procente, 67.5
Total, Dambovita, Anul 2000, Procente, 67.4
Total, Dambovita, Anul 2001, Procente, 65.7
Total, Dambovita, Anul 2002, Procente, 65.5
Total, Dambovita, Anul 2003, Procente, 62.6
Total, Dambovita, Anul 2004, Procente, 60.4
Total, Dambovita, Anul 2005, Procente, 59.1
Total, Dambovita, Anul 2006, Procente, 58.9
Total, Dambovita, Anul 2007, Procente, 60.3
Total, Dambovita, Anul 2008, Procente, 58.9
Total, Dambovita, Anul 2009, Procente, 56.6
Total, Dambovita, Anul 2010, Procente, 55.8
Total, Dambovita, Anul 2011, Procente, 55.5
Total, Dambovita, Anul 2012, Procente, 56.5
Total, Dambovita, Anul 2013, Procente, 55.6
Total, Dambovita, Anul 2014, Procente, 57.7
Total, Dambovita, Anul 2015, Procente, 57.3
Total, Dambovita, Anul 2016, Procente, 55.8
Total, Dambovita, Anul 2017, Procente, 56.8
Total, Giurgiu, Anul 1990, Procente, 77.7
Total, Giurgiu, Anul 1991, Procente, 75.3
Total, Giurgiu, Anul 1992, Procente, 69.5
Total, Giurgiu, Anul 1993, Procente, 62.7
Total, Giurgiu, Anul 1994, Procente, 63.7
Total, Giurgiu, Anul 1995, Procente, 63.5
Total, Giurgiu, Anul 1996, Procente, 63.9
Total, Giurgiu, Anul 1997, Procente, 63.7
Total, Giurgiu, Anul 1998, Procente, 60.5
Total, Giurgiu, Anul 1999, Procente, 61.4
Total, Giurgiu, Anul 2000, Procente, 62.6
Total, Giurgiu, Anul 2001, Procente, 60.4
Total, Giurgiu, Anul 2002, Procente, 54.7
Total, Giurgiu, Anul 2003, Procente, 53.6
Total, Giurgiu, Anul 2004, Procente, 51.3
Total, Giurgiu, Anul 2005, Procente, 51.6
Total, Giurgiu, Anul 2006, Procente, 50.5
Total, Giurgiu, Anul 2007, Procente, 51.7
Total, Giurgiu, Anul 2008, Procente, 51.8
Total, Giurgiu, Anul 2009, Procente, 50.3
Total, Giurgiu, Anul 2010, Procente, 48.8
Total, Giurgiu, Anul 2011, Procente, 49.9
Total, Giurgiu, Anul 2012, Procente, 50.6
Total, Giurgiu, Anul 2013, Procente, 49.6
Total, Giurgiu, Anul 2014, Procente, 50.7
Total, Giurgiu, Anul 2015, Procente, 48.3
Total, Giurgiu, Anul 2016, Procente, 45
Total, Giurgiu, Anul 2017, Procente, 46.8
Total, Ialomita, Anul 1990, Procente, 79.6
Total, Ialomita, Anul 1991, Procente, 79.3
Total, Ialomita, Anul 1992, Procente, 79.1
Total, Ialomita, Anul 1993, Procente, 73.4
Total, Ialomita, Anul 1994, Procente, 70.2
Total, Ialomita, Anul 1995, Procente, 68.6
Total, Ialomita, Anul 1996, Procente, 68.3
Total, Ialomita, Anul 1997, Procente, 65.8
Total, Ialomita, Anul 1998, Procente, 60.9
Total, Ialomita, Anul 1999, Procente, 60.2
Total, Ialomita, Anul 2000, Procente, 58
Total, Ialomita, Anul 2001, Procente, 56.9
Total, Ialomita, Anul 2002, Procente, 56.7
Total, Ialomita, Anul 2003, Procente, 55.1
Total, Ialomita, Anul 2004, Procente, 53.9
Total, Ialomita, Anul 2005, Procente, 53.3
Total, Ialomita, Anul 2006, Procente, 54.1
Total, Ialomita, Anul 2007, Procente, 56.4
Total, Ialomita, Anul 2008, Procente, 56.2
Total, Ialomita, Anul 2009, Procente, 54.1
Total, Ialomita, Anul 2010, Procente, 52.5
Total, Ialomita, Anul 2011, Procente, 53
Total, Ialomita, Anul 2012, Procente, 54.8
Total, Ialomita, Anul 2013, Procente, 54.4
Total, Ialomita, Anul 2014, Procente, 59
Total, Ialomita, Anul 2015, Procente, 56.4
Total, Ialomita, Anul 2016, Procente, 54.8
Total, Ialomita, Anul 2017, Procente, 55.3
Total, Prahova, Anul 1990, Procente, 80.7
Total, Prahova, Anul 1991, Procente, 83.5
Total, Prahova, Anul 1992, Procente, 84.9
Total, Prahova, Anul 1993, Procente, 84.6
Total, Prahova, Anul 1994, Procente, 82.9
Total, Prahova, Anul 1995, Procente, 73.6
Total, Prahova, Anul 1996, Procente, 70.3
Total, Prahova, Anul 1997, Procente, 65.1
Total, Prahova, Anul 1998, Procente, 61.6
Total, Prahova, Anul 1999, Procente, 58.1
