Categorii de unitati sanitare, Forme de proprietate , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Cabinete medicale de medicina generala, Total, Dambovita, Anul 2008, Numar, 18
Cabinete medicale de medicina generala, Total, Dambovita, Anul 2009, Numar, 18
Cabinete medicale de medicina generala, Total, Dambovita, Anul 2010, Numar, 20
Cabinete medicale de medicina generala, Total, Dambovita, Anul 2011, Numar, 17
Cabinete medicale de medicina generala, Total, Dambovita, Anul 2012, Numar, 19
Cabinete medicale de medicina generala, Total, Dambovita, Anul 2013, Numar, 20
Cabinete medicale de medicina generala, Total, Dambovita, Anul 2014, Numar, 20
Cabinete medicale de medicina generala, Total, Dambovita, Anul 2015, Numar, 17
Cabinete medicale de medicina generala, Total, Dambovita, Anul 2016, Numar, 15
Cabinete medicale de medicina generala, Total, Dambovita, Anul 2017, Numar, 13
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 1997, Numar, 20
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 1998, Numar, 19
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 1999, Numar, 22
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2000, Numar, 23
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2001, Numar, 26
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2002, Numar, 25
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2003, Numar, 14
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2004, Numar, 14
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2005, Numar, 14
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2006, Numar, 15
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2007, Numar, 11
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2008, Numar, 15
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2009, Numar, 21
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2010, Numar, 14
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2011, Numar, 10
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2012, Numar, 9
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2013, Numar, 12
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2014, Numar, 12
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2015, Numar, 11
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2016, Numar, 7
Cabinete medicale de medicina generala, Total, Giurgiu, Anul 2017, Numar, 6
Cabinete medicale de medicina generala, Total, Ialomita, Anul 1997, Numar, 18
Cabinete medicale de medicina generala, Total, Ialomita, Anul 1998, Numar, 18
Cabinete medicale de medicina generala, Total, Ialomita, Anul 1999, Numar, 12
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2000, Numar, 12
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2001, Numar, 10
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2002, Numar, 14
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2005, Numar, 2
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2006, Numar, 3
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2007, Numar, 1
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2010, Numar, 3
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2011, Numar, 3
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2012, Numar, 3
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2013, Numar, 4
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2014, Numar, 3
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2015, Numar, 3
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2016, Numar, 2
Cabinete medicale de medicina generala, Total, Ialomita, Anul 2017, Numar, 2
Cabinete medicale de medicina generala, Total, Prahova, Anul 1997, Numar, 95
Cabinete medicale de medicina generala, Total, Prahova, Anul 1998, Numar, 116
Cabinete medicale de medicina generala, Total, Prahova, Anul 1999, Numar, 136
Cabinete medicale de medicina generala, Total, Prahova, Anul 2000, Numar, 129
Cabinete medicale de medicina generala, Total, Prahova, Anul 2001, Numar, 114
Cabinete medicale de medicina generala, Total, Prahova, Anul 2002, Numar, 122
Cabinete medicale de medicina generala, Total, Prahova, Anul 2003, Numar, 40
Cabinete medicale de medicina generala, Total, Prahova, Anul 2004, Numar, 96
Cabinete medicale de medicina generala, Total, Prahova, Anul 2005, Numar, 20
Cabinete medicale de medicina generala, Total, Prahova, Anul 2006, Numar, 75
Cabinete medicale de medicina generala, Total, Prahova, Anul 2007, Numar, 58
Cabinete medicale de medicina generala, Total, Prahova, Anul 2008, Numar, 62
Cabinete medicale de medicina generala, Total, Prahova, Anul 2009, Numar, 62
Cabinete medicale de medicina generala, Total, Prahova, Anul 2010, Numar, 61
Cabinete medicale de medicina generala, Total, Prahova, Anul 2011, Numar, 63
Cabinete medicale de medicina generala, Total, Prahova, Anul 2012, Numar, 64
Cabinete medicale de medicina generala, Total, Prahova, Anul 2013, Numar, 64
Cabinete medicale de medicina generala, Total, Prahova, Anul 2014, Numar, 65
Cabinete medicale de medicina generala, Total, Prahova, Anul 2015, Numar, 65
Cabinete medicale de medicina generala, Total, Prahova, Anul 2016, Numar, 65
Cabinete medicale de medicina generala, Total, Prahova, Anul 2017, Numar, 65
Cabinete medicale de medicina generala, Total, Teleorman, Anul 1997, Numar, 48
Cabinete medicale de medicina generala, Total, Teleorman, Anul 1998, Numar, 46
Cabinete medicale de medicina generala, Total, Teleorman, Anul 1999, Numar, 69
Cabinete medicale de medicina generala, Total, Teleorman, Anul 2000, Numar, 77
Cabinete medicale de medicina generala, Total, Teleorman, Anul 2001, Numar, 102
Cabinete medicale de medicina generala, Total, Teleorman, Anul 2002, Numar, 98
Cabinete medicale de medicina generala, Total, Teleorman, Anul 2003, Numar, 34
Cabinete medicale de medicina generala, Total, Teleorman, Anul 2004, Numar, 2
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar, 838
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar, 668
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar, 565
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar, 853
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar, 767
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar, 1000
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar, 440
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar, 170
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar, 9
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar, 18
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar, 17
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar, 12
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar, 21
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar, 15
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar, 11
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar, 16
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar, 15
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2014, Numar, 17
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2015, Numar, 16
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2016, Numar, 15
Cabinete medicale de medicina generala, Total, Regiunea BUCURESTI - ILFOV, Anul 2017, Numar, 15
Cabinete medicale de medicina generala, Total, Ilfov, Anul 1997, Numar, 13
Cabinete medicale de medicina generala, Total, Ilfov, Anul 1998, Numar, 13
Cabinete medicale de medicina generala, Total, Ilfov, Anul 1999, Numar, 13
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2000, Numar, 12
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2001, Numar, 16
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2002, Numar, 31
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2003, Numar, 14
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2004, Numar, 9
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2005, Numar, 8
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2006, Numar, 9
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2007, Numar, 17
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2008, Numar, 12
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2009, Numar, 13
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2010, Numar, 13
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2011, Numar, 10
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2012, Numar, 15
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2013, Numar, 14
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2014, Numar, 16
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2015, Numar, 15
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2016, Numar, 14
Cabinete medicale de medicina generala, Total, Ilfov, Anul 2017, Numar, 14
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 1997, Numar, 825
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 1998, Numar, 655
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 1999, Numar, 552
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2000, Numar, 841
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2001, Numar, 751
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2002, Numar, 969
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2003, Numar, 426
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2004, Numar, 161
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2005, Numar, 1
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2006, Numar, 9
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2009, Numar, 8
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2010, Numar, 2
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2011, Numar, 1
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2012, Numar, 1
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2013, Numar, 1
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2014, Numar, 1
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2015, Numar, 1
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2016, Numar, 1
Cabinete medicale de medicina generala, Total, Municipiul Bucuresti, Anul 2017, Numar, 1
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 1997, Numar, 762
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 1998, Numar, 821
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 1999, Numar, 875
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2000, Numar, 883
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2001, Numar, 1144
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2002, Numar, 1185
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2003, Numar, 549
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2004, Numar, 178
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2005, Numar, 194
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2006, Numar, 181
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2007, Numar, 221
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2008, Numar, 250
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2009, Numar, 271
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2010, Numar, 267
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2011, Numar, 206
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2012, Numar, 203
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2013, Numar, 221
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2014, Numar, 138
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2015, Numar, 135
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2016, Numar, 144
Cabinete medicale de medicina generala, Total, MACROREGIUNEA PATRU, Anul 2017, Numar, 154
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar, 297
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar, 332
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar, 360
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar, 396
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar, 428
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar, 483
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar, 153
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar, 93
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar, 107
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar, 136
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar, 132
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar, 147
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar, 134
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar, 123
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar, 125
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar, 134
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar, 145
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar, 128
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2015, Numar, 125
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2016, Numar, 134
Cabinete medicale de medicina generala, Total, Regiunea SUD-VEST OLTENIA, Anul 2017, Numar, 146
Cabinete medicale de medicina generala, Total, Dolj, Anul 1997, Numar, 110
Cabinete medicale de medicina generala, Total, Dolj, Anul 1998, Numar, 122
Cabinete medicale de medicina generala, Total, Dolj, Anul 1999, Numar, 146
Cabinete medicale de medicina generala, Total, Dolj, Anul 2000, Numar, 131
Cabinete medicale de medicina generala, Total, Dolj, Anul 2001, Numar, 157
Cabinete medicale de medicina generala, Total, Dolj, Anul 2002, Numar, 176
Cabinete medicale de medicina generala, Total, Dolj, Anul 2003, Numar, 65
Cabinete medicale de medicina generala, Total, Dolj, Anul 2004, Numar, 46
Cabinete medicale de medicina generala, Total, Dolj, Anul 2005, Numar, 52
Cabinete medicale de medicina generala, Total, Dolj, Anul 2006, Numar, 58
Cabinete medicale de medicina generala, Total, Dolj, Anul 2007, Numar, 53
Cabinete medicale de medicina generala, Total, Dolj, Anul 2008, Numar, 57
Cabinete medicale de medicina generala, Total, Dolj, Anul 2009, Numar, 51
Cabinete medicale de medicina generala, Total, Dolj, Anul 2010, Numar, 55
Cabinete medicale de medicina generala, Total, Dolj, Anul 2011, Numar, 57
Cabinete medicale de medicina generala, Total, Dolj, Anul 2012, Numar, 58
Cabinete medicale de medicina generala, Total, Dolj, Anul 2013, Numar, 59
Cabinete medicale de medicina generala, Total, Dolj, Anul 2014, Numar, 42
Cabinete medicale de medicina generala, Total, Dolj, Anul 2015, Numar, 43
Cabinete medicale de medicina generala, Total, Dolj, Anul 2016, Numar, 42
Cabinete medicale de medicina generala, Total, Dolj, Anul 2017, Numar, 42
Cabinete medicale de medicina generala, Total, Gorj, Anul 1997, Numar, 51
Cabinete medicale de medicina generala, Total, Gorj, Anul 1998, Numar, 75
Cabinete medicale de medicina generala, Total, Gorj, Anul 1999, Numar, 84
Cabinete medicale de medicina generala, Total, Gorj, Anul 2000, Numar, 88
Cabinete medicale de medicina generala, Total, Gorj, Anul 2001, Numar, 63
Cabinete medicale de medicina generala, Total, Gorj, Anul 2002, Numar, 76
Cabinete medicale de medicina generala, Total, Gorj, Anul 2003, Numar, 7
Cabinete medicale de medicina generala, Total, Gorj, Anul 2004, Numar, 11
Cabinete medicale de medicina generala, Total, Gorj, Anul 2005, Numar, 6
Cabinete medicale de medicina generala, Total, Gorj, Anul 2006, Numar, 7
Cabinete medicale de medicina generala, Total, Gorj, Anul 2007, Numar, 7
Cabinete medicale de medicina generala, Total, Gorj, Anul 2008, Numar, 12
Cabinete medicale de medicina generala, Total, Gorj, Anul 2009, Numar, 8
Cabinete medicale de medicina generala, Total, Gorj, Anul 2010, Numar, 8
Cabinete medicale de medicina generala, Total, Gorj, Anul 2011, Numar, 8
Cabinete medicale de medicina generala, Total, Gorj, Anul 2012, Numar, 8
Cabinete medicale de medicina generala, Total, Gorj, Anul 2013, Numar, 8
Cabinete medicale de medicina generala, Total, Gorj, Anul 2014, Numar, 8
Cabinete medicale de medicina generala, Total, Gorj, Anul 2015, Numar, 7
Cabinete medicale de medicina generala, Total, Gorj, Anul 2016, Numar, 7
Cabinete medicale de medicina generala, Total, Gorj, Anul 2017, Numar, 7
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 1997, Numar, 50
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 1998, Numar, 58
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 1999, Numar, 35
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2000, Numar, 71
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2001, Numar, 69
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2002, Numar, 93
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2003, Numar, 33
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2005, Numar, 8
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2006, Numar, 11
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2007, Numar, 10
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2008, Numar, 10
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2009, Numar, 8
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2010, Numar, 7
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2011, Numar, 7
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2012, Numar, 7
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2013, Numar, 7
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2014, Numar, 7
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2015, Numar, 6
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2016, Numar, 5
Cabinete medicale de medicina generala, Total, Mehedinti, Anul 2017, Numar, 5
Cabinete medicale de medicina generala, Total, Olt, Anul 1997, Numar, 22
Cabinete medicale de medicina generala, Total, Olt, Anul 1998, Numar, 17
Cabinete medicale de medicina generala, Total, Olt, Anul 1999, Numar, 19
Cabinete medicale de medicina generala, Total, Olt, Anul 2000, Numar, 21
Cabinete medicale de medicina generala, Total, Olt, Anul 2001, Numar, 25
Cabinete medicale de medicina generala, Total, Olt, Anul 2002, Numar, 31
Cabinete medicale de medicina generala, Total, Olt, Anul 2003, Numar, 9
Cabinete medicale de medicina generala, Total, Olt, Anul 2004, Numar, 3
Cabinete medicale de medicina generala, Total, Olt, Anul 2005, Numar, 3
Cabinete medicale de medicina generala, Total, Olt, Anul 2006, Numar, 5
Cabinete medicale de medicina generala, Total, Olt, Anul 2007, Numar, 5
Cabinete medicale de medicina generala, Total, Olt, Anul 2008, Numar, 6
Cabinete medicale de medicina generala, Total, Olt, Anul 2009, Numar, 6
Cabinete medicale de medicina generala, Total, Olt, Anul 2010, Numar, 6
Cabinete medicale de medicina generala, Total, Olt, Anul 2011, Numar, 5
Cabinete medicale de medicina generala, Total, Olt, Anul 2012, Numar, 5
Cabinete medicale de medicina generala, Total, Olt, Anul 2013, Numar, 5
Cabinete medicale de medicina generala, Total, Olt, Anul 2014, Numar, 5
Cabinete medicale de medicina generala, Total, Olt, Anul 2015, Numar, 5
Cabinete medicale de medicina generala, Total, Olt, Anul 2016, Numar, 5
Cabinete medicale de medicina generala, Total, Olt, Anul 2017, Numar, 5
Cabinete medicale de medicina generala, Total, Valcea, Anul 1997, Numar, 64
Cabinete medicale de medicina generala, Total, Valcea, Anul 1998, Numar, 60
Cabinete medicale de medicina generala, Total, Valcea, Anul 1999, Numar, 76
Cabinete medicale de medicina generala, Total, Valcea, Anul 2000, Numar, 85
Cabinete medicale de medicina generala, Total, Valcea, Anul 2001, Numar, 114
Cabinete medicale de medicina generala, Total, Valcea, Anul 2002, Numar, 107
Cabinete medicale de medicina generala, Total, Valcea, Anul 2003, Numar, 39
Cabinete medicale de medicina generala, Total, Valcea, Anul 2004, Numar, 33
Cabinete medicale de medicina generala, Total, Valcea, Anul 2005, Numar, 38
Cabinete medicale de medicina generala, Total, Valcea, Anul 2006, Numar, 55
Cabinete medicale de medicina generala, Total, Valcea, Anul 2007, Numar, 57
Cabinete medicale de medicina generala, Total, Valcea, Anul 2008, Numar, 62
Cabinete medicale de medicina generala, Total, Valcea, Anul 2009, Numar, 61
Cabinete medicale de medicina generala, Total, Valcea, Anul 2010, Numar, 47
Cabinete medicale de medicina generala, Total, Valcea, Anul 2011, Numar, 48
Cabinete medicale de medicina generala, Total, Valcea, Anul 2012, Numar, 56
Cabinete medicale de medicina generala, Total, Valcea, Anul 2013, Numar, 66
Cabinete medicale de medicina generala, Total, Valcea, Anul 2014, Numar, 66
Cabinete medicale de medicina generala, Total, Valcea, Anul 2015, Numar, 64
Cabinete medicale de medicina generala, Total, Valcea, Anul 2016, Numar, 75
Cabinete medicale de medicina generala, Total, Valcea, Anul 2017, Numar, 87
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 1997, Numar, 465
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 1998, Numar, 489
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 1999, Numar, 515
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2000, Numar, 487
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2001, Numar, 716
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2002, Numar, 702
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2003, Numar, 396
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2004, Numar, 85
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2005, Numar, 87
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2006, Numar, 45
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2007, Numar, 89
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2008, Numar, 103
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2009, Numar, 137
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2010, Numar, 144
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2011, Numar, 81
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2012, Numar, 69
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2013, Numar, 76
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2014, Numar, 10
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2015, Numar, 10
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2016, Numar, 10
Cabinete medicale de medicina generala, Total, Regiunea VEST, Anul 2017, Numar, 8
Cabinete medicale de medicina generala, Total, Arad, Anul 1997, Numar, 97
Cabinete medicale de medicina generala, Total, Arad, Anul 1998, Numar, 119
Cabinete medicale de medicina generala, Total, Arad, Anul 1999, Numar, 121
Cabinete medicale de medicina generala, Total, Arad, Anul 2000, Numar, 123
Cabinete medicale de medicina generala, Total, Arad, Anul 2001, Numar, 327
Cabinete medicale de medicina generala, Total, Arad, Anul 2002, Numar, 223
Cabinete medicale de medicina generala, Total, Arad, Anul 2003, Numar, 116
Cabinete medicale de medicina generala, Total, Arad, Anul 2004, Numar, 28
Cabinete medicale de medicina generala, Total, Arad, Anul 2005, Numar, 44
Cabinete medicale de medicina generala, Total, Arad, Anul 2006, Numar, 35
Cabinete medicale de medicina generala, Total, Arad, Anul 2007, Numar, 35
Cabinete medicale de medicina generala, Total, Arad, Anul 2008, Numar, 41
Cabinete medicale de medicina generala, Total, Arad, Anul 2009, Numar, 44
Cabinete medicale de medicina generala, Total, Arad, Anul 2010, Numar, 48
Cabinete medicale de medicina generala, Total, Arad, Anul 2011, Numar, 49
Cabinete medicale de medicina generala, Total, Arad, Anul 2012, Numar, 54
Cabinete medicale de medicina generala, Total, Arad, Anul 2013, Numar, 59
Cabinete medicale de medicina generala, Total, Caras-Severin, Anul 1997, Numar, 65
Cabinete medicale de medicina generala, Total, Caras-Severin, Anul 1998, Numar, 56
Cabinete medicale de medicina generala, Total, Caras-Severin, Anul 1999, Numar, 63
Cabinete medicale de medicina generala, Total, Caras-Severin, Anul 2000, Numar, 60
Cabinete medicale de medicina generala, Total, Caras-Severin, Anul 2001, Numar, 105
Cabinete medicale de medicina generala, Total, Caras-Severin, Anul 2002, Numar, 120
Cabinete medicale de medicina generala, Total, Caras-Severin, Anul 2003, Numar, 77
Cabinete medicale de medicina generala, Total, Caras-Severin, Anul 2004, Numar, 14
Cabinete medicale de medicina generala, Total, Caras-Severin, Anul 2005, Numar, 11
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 1997, Numar, 101
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 1998, Numar, 104
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 1999, Numar, 67
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 2000, Numar, 30
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 2001, Numar, 31
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 2002, Numar, 34
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 2003, Numar, 42
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 2005, Numar, 5
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 2006, Numar, 8
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 2007, Numar, 1
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 2008, Numar, 1
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 2009, Numar, 31
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 2010, Numar, 40
Cabinete medicale de medicina generala, Total, Hunedoara, Anul 2011, Numar, 31
