Categorii de unitati sanitare , Forme de proprietate , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
In spitale - total, Total, Dambovita, Anul 1999, Numar, 3078
In spitale - total, Total, Dambovita, Anul 2000, Numar, 3023
In spitale - total, Total, Dambovita, Anul 2001, Numar, 3023
In spitale - total, Total, Dambovita, Anul 2002, Numar, 3091
In spitale - total, Total, Dambovita, Anul 2003, Numar, 2344
In spitale - total, Total, Dambovita, Anul 2004, Numar, 2373
In spitale - total, Total, Dambovita, Anul 2005, Numar, 2388
In spitale - total, Total, Dambovita, Anul 2006, Numar, 2378
In spitale - total, Total, Dambovita, Anul 2007, Numar, 2133
In spitale - total, Total, Dambovita, Anul 2008, Numar, 2158
In spitale - total, Total, Dambovita, Anul 2009, Numar, 2544
In spitale - total, Total, Dambovita, Anul 2010, Numar, 2669
In spitale - total, Total, Dambovita, Anul 2011, Numar, 2543
In spitale - total, Total, Dambovita, Anul 2012, Numar, 2568
In spitale - total, Total, Dambovita, Anul 2013, Numar, 2568
In spitale - total, Total, Dambovita, Anul 2014, Numar, 2538
In spitale - total, Total, Dambovita, Anul 2015, Numar, 2385
In spitale - total, Total, Dambovita, Anul 2016, Numar, 2385
In spitale - total, Total, Dambovita, Anul 2017, Numar, 2367
In spitale - total, Total, Giurgiu, Anul 1997, Numar, 930
In spitale - total, Total, Giurgiu, Anul 1998, Numar, 930
In spitale - total, Total, Giurgiu, Anul 1999, Numar, 930
In spitale - total, Total, Giurgiu, Anul 2000, Numar, 930
In spitale - total, Total, Giurgiu, Anul 2001, Numar, 930
In spitale - total, Total, Giurgiu, Anul 2002, Numar, 909
In spitale - total, Total, Giurgiu, Anul 2003, Numar, 849
In spitale - total, Total, Giurgiu, Anul 2004, Numar, 849
In spitale - total, Total, Giurgiu, Anul 2005, Numar, 849
In spitale - total, Total, Giurgiu, Anul 2006, Numar, 849
In spitale - total, Total, Giurgiu, Anul 2007, Numar, 802
In spitale - total, Total, Giurgiu, Anul 2008, Numar, 805
In spitale - total, Total, Giurgiu, Anul 2009, Numar, 821
In spitale - total, Total, Giurgiu, Anul 2010, Numar, 817
In spitale - total, Total, Giurgiu, Anul 2011, Numar, 817
In spitale - total, Total, Giurgiu, Anul 2012, Numar, 807
In spitale - total, Total, Giurgiu, Anul 2013, Numar, 807
In spitale - total, Total, Giurgiu, Anul 2014, Numar, 807
In spitale - total, Total, Giurgiu, Anul 2015, Numar, 807
In spitale - total, Total, Giurgiu, Anul 2016, Numar, 807
In spitale - total, Total, Giurgiu, Anul 2017, Numar, 807
In spitale - total, Total, Ialomita, Anul 1997, Numar, 1252
In spitale - total, Total, Ialomita, Anul 1998, Numar, 1252
In spitale - total, Total, Ialomita, Anul 1999, Numar, 1252
In spitale - total, Total, Ialomita, Anul 2000, Numar, 1252
In spitale - total, Total, Ialomita, Anul 2001, Numar, 1252
In spitale - total, Total, Ialomita, Anul 2002, Numar, 1157
In spitale - total, Total, Ialomita, Anul 2003, Numar, 883
In spitale - total, Total, Ialomita, Anul 2004, Numar, 898
In spitale - total, Total, Ialomita, Anul 2005, Numar, 898
In spitale - total, Total, Ialomita, Anul 2006, Numar, 888
In spitale - total, Total, Ialomita, Anul 2007, Numar, 881
In spitale - total, Total, Ialomita, Anul 2008, Numar, 891
In spitale - total, Total, Ialomita, Anul 2009, Numar, 891
In spitale - total, Total, Ialomita, Anul 2010, Numar, 891
In spitale - total, Total, Ialomita, Anul 2011, Numar, 789
In spitale - total, Total, Ialomita, Anul 2012, Numar, 789
In spitale - total, Total, Ialomita, Anul 2013, Numar, 859
In spitale - total, Total, Ialomita, Anul 2014, Numar, 859
In spitale - total, Total, Ialomita, Anul 2015, Numar, 859
In spitale - total, Total, Ialomita, Anul 2016, Numar, 859
In spitale - total, Total, Ialomita, Anul 2017, Numar, 859
In spitale - total, Total, Prahova, Anul 1997, Numar, 5561
In spitale - total, Total, Prahova, Anul 1998, Numar, 5561
In spitale - total, Total, Prahova, Anul 1999, Numar, 5449
In spitale - total, Total, Prahova, Anul 2000, Numar, 5399
In spitale - total, Total, Prahova, Anul 2001, Numar, 5379
In spitale - total, Total, Prahova, Anul 2002, Numar, 5045
In spitale - total, Total, Prahova, Anul 2003, Numar, 4087
In spitale - total, Total, Prahova, Anul 2004, Numar, 4074
In spitale - total, Total, Prahova, Anul 2005, Numar, 4253
In spitale - total, Total, Prahova, Anul 2006, Numar, 4255
In spitale - total, Total, Prahova, Anul 2007, Numar, 4276
In spitale - total, Total, Prahova, Anul 2008, Numar, 4215
In spitale - total, Total, Prahova, Anul 2009, Numar, 4145
In spitale - total, Total, Prahova, Anul 2010, Numar, 3827
In spitale - total, Total, Prahova, Anul 2011, Numar, 3815
In spitale - total, Total, Prahova, Anul 2012, Numar, 3873
In spitale - total, Total, Prahova, Anul 2013, Numar, 3930
In spitale - total, Total, Prahova, Anul 2014, Numar, 4012
In spitale - total, Total, Prahova, Anul 2015, Numar, 4021
In spitale - total, Total, Prahova, Anul 2016, Numar, 4119
In spitale - total, Total, Prahova, Anul 2017, Numar, 4104
In spitale - total, Total, Teleorman, Anul 1997, Numar, 2856
In spitale - total, Total, Teleorman, Anul 1998, Numar, 2616
In spitale - total, Total, Teleorman, Anul 1999, Numar, 2856
In spitale - total, Total, Teleorman, Anul 2000, Numar, 2871
In spitale - total, Total, Teleorman, Anul 2001, Numar, 2806
In spitale - total, Total, Teleorman, Anul 2002, Numar, 2510
In spitale - total, Total, Teleorman, Anul 2003, Numar, 2123
In spitale - total, Total, Teleorman, Anul 2004, Numar, 2123
In spitale - total, Total, Teleorman, Anul 2005, Numar, 2123
In spitale - total, Total, Teleorman, Anul 2006, Numar, 2123
In spitale - total, Total, Teleorman, Anul 2007, Numar, 2006
In spitale - total, Total, Teleorman, Anul 2008, Numar, 1994
In spitale - total, Total, Teleorman, Anul 2009, Numar, 1976
In spitale - total, Total, Teleorman, Anul 2010, Numar, 1948
In spitale - total, Total, Teleorman, Anul 2011, Numar, 1948
In spitale - total, Total, Teleorman, Anul 2012, Numar, 1943
In spitale - total, Total, Teleorman, Anul 2013, Numar, 1943
In spitale - total, Total, Teleorman, Anul 2014, Numar, 1943
In spitale - total, Total, Teleorman, Anul 2015, Numar, 1943
In spitale - total, Total, Teleorman, Anul 2016, Numar, 1943
In spitale - total, Total, Teleorman, Anul 2017, Numar, 1943
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar, 21728
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar, 21381
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar, 21293
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar, 23497
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar, 23797
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar, 24562
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar, 23199
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar, 23028
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar, 23095
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar, 22625
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar, 21716
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar, 22336
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar, 22197
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar, 22327
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar, 21929
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar, 22331
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar, 22717
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2014, Numar, 22668
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2015, Numar, 23325
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2016, Numar, 23331
In spitale - total, Total, Regiunea BUCURESTI - ILFOV, Anul 2017, Numar, 23294
In spitale - total, Total, Ilfov, Anul 1997, Numar, 937
In spitale - total, Total, Ilfov, Anul 1998, Numar, 937
In spitale - total, Total, Ilfov, Anul 1999, Numar, 997
In spitale - total, Total, Ilfov, Anul 2000, Numar, 1724
In spitale - total, Total, Ilfov, Anul 2001, Numar, 1822
In spitale - total, Total, Ilfov, Anul 2002, Numar, 2245
In spitale - total, Total, Ilfov, Anul 2003, Numar, 1970
In spitale - total, Total, Ilfov, Anul 2004, Numar, 1909
In spitale - total, Total, Ilfov, Anul 2005, Numar, 1618
In spitale - total, Total, Ilfov, Anul 2006, Numar, 1637
In spitale - total, Total, Ilfov, Anul 2007, Numar, 1592
In spitale - total, Total, Ilfov, Anul 2008, Numar, 1594
In spitale - total, Total, Ilfov, Anul 2009, Numar, 1611
In spitale - total, Total, Ilfov, Anul 2010, Numar, 1540
In spitale - total, Total, Ilfov, Anul 2011, Numar, 1440
In spitale - total, Total, Ilfov, Anul 2012, Numar, 1504
In spitale - total, Total, Ilfov, Anul 2013, Numar, 1525
In spitale - total, Total, Ilfov, Anul 2014, Numar, 1561
In spitale - total, Total, Ilfov, Anul 2015, Numar, 1427
In spitale - total, Total, Ilfov, Anul 2016, Numar, 1412
In spitale - total, Total, Ilfov, Anul 2017, Numar, 1391
In spitale - total, Total, Municipiul Bucuresti, Anul 1997, Numar, 20791
In spitale - total, Total, Municipiul Bucuresti, Anul 1998, Numar, 20444
In spitale - total, Total, Municipiul Bucuresti, Anul 1999, Numar, 20296
In spitale - total, Total, Municipiul Bucuresti, Anul 2000, Numar, 21773
In spitale - total, Total, Municipiul Bucuresti, Anul 2001, Numar, 21975
In spitale - total, Total, Municipiul Bucuresti, Anul 2002, Numar, 22317
In spitale - total, Total, Municipiul Bucuresti, Anul 2003, Numar, 21229
In spitale - total, Total, Municipiul Bucuresti, Anul 2004, Numar, 21119
In spitale - total, Total, Municipiul Bucuresti, Anul 2005, Numar, 21477
In spitale - total, Total, Municipiul Bucuresti, Anul 2006, Numar, 20988
In spitale - total, Total, Municipiul Bucuresti, Anul 2007, Numar, 20124
In spitale - total, Total, Municipiul Bucuresti, Anul 2008, Numar, 20742
In spitale - total, Total, Municipiul Bucuresti, Anul 2009, Numar, 20586
In spitale - total, Total, Municipiul Bucuresti, Anul 2010, Numar, 20787
In spitale - total, Total, Municipiul Bucuresti, Anul 2011, Numar, 20489
In spitale - total, Total, Municipiul Bucuresti, Anul 2012, Numar, 20827
In spitale - total, Total, Municipiul Bucuresti, Anul 2013, Numar, 21192
In spitale - total, Total, Municipiul Bucuresti, Anul 2014, Numar, 21107
In spitale - total, Total, Municipiul Bucuresti, Anul 2015, Numar, 21898
In spitale - total, Total, Municipiul Bucuresti, Anul 2016, Numar, 21919
In spitale - total, Total, Municipiul Bucuresti, Anul 2017, Numar, 21903
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 1997, Numar, 34750
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 1998, Numar, 34080
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 1999, Numar, 34070
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2000, Numar, 33462
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2001, Numar, 33522
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2002, Numar, 32281
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2003, Numar, 27597
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2004, Numar, 27501
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2005, Numar, 27612
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2006, Numar, 27550
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2007, Numar, 26366
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2008, Numar, 26424
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2009, Numar, 26602
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2010, Numar, 25712
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2011, Numar, 25129
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2012, Numar, 25191
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2013, Numar, 25100
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2014, Numar, 25212
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2015, Numar, 25354
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2016, Numar, 25497
In spitale - total, Total, MACROREGIUNEA PATRU, Anul 2017, Numar, 25698
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar, 15465
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar, 15405
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar, 15372
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar, 15499
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar, 15649
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar, 15501
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar, 13469
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar, 13346
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar, 13464
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar, 13466
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar, 12776
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar, 12801
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar, 12875
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar, 12662
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar, 12312
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar, 12336
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar, 12392
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar, 12551
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2015, Numar, 12563
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2016, Numar, 12702
In spitale - total, Total, Regiunea SUD-VEST OLTENIA, Anul 2017, Numar, 12707
In spitale - total, Total, Dolj, Anul 1997, Numar, 4807
In spitale - total, Total, Dolj, Anul 1998, Numar, 4752
In spitale - total, Total, Dolj, Anul 1999, Numar, 4752
In spitale - total, Total, Dolj, Anul 2000, Numar, 5077
In spitale - total, Total, Dolj, Anul 2001, Numar, 5277
In spitale - total, Total, Dolj, Anul 2002, Numar, 5210
In spitale - total, Total, Dolj, Anul 2003, Numar, 4681
In spitale - total, Total, Dolj, Anul 2004, Numar, 4548
In spitale - total, Total, Dolj, Anul 2005, Numar, 4643
In spitale - total, Total, Dolj, Anul 2006, Numar, 4657
In spitale - total, Total, Dolj, Anul 2007, Numar, 4568
In spitale - total, Total, Dolj, Anul 2008, Numar, 4481
In spitale - total, Total, Dolj, Anul 2009, Numar, 4483
In spitale - total, Total, Dolj, Anul 2010, Numar, 4488
In spitale - total, Total, Dolj, Anul 2011, Numar, 4486
In spitale - total, Total, Dolj, Anul 2012, Numar, 4494
In spitale - total, Total, Dolj, Anul 2013, Numar, 4499
In spitale - total, Total, Dolj, Anul 2014, Numar, 4678
In spitale - total, Total, Dolj, Anul 2015, Numar, 4695
In spitale - total, Total, Dolj, Anul 2016, Numar, 4721
In spitale - total, Total, Dolj, Anul 2017, Numar, 4726
In spitale - total, Total, Gorj, Anul 1997, Numar, 2617
In spitale - total, Total, Gorj, Anul 1998, Numar, 2617
In spitale - total, Total, Gorj, Anul 1999, Numar, 2617
In spitale - total, Total, Gorj, Anul 2000, Numar, 2617
In spitale - total, Total, Gorj, Anul 2001, Numar, 2557
In spitale - total, Total, Gorj, Anul 2002, Numar, 2726
In spitale - total, Total, Gorj, Anul 2003, Numar, 2294
In spitale - total, Total, Gorj, Anul 2004, Numar, 2294
In spitale - total, Total, Gorj, Anul 2005, Numar, 2302
In spitale - total, Total, Gorj, Anul 2006, Numar, 2307
In spitale - total, Total, Gorj, Anul 2007, Numar, 2135
In spitale - total, Total, Gorj, Anul 2008, Numar, 2229
In spitale - total, Total, Gorj, Anul 2009, Numar, 2283
In spitale - total, Total, Gorj, Anul 2010, Numar, 2269
In spitale - total, Total, Gorj, Anul 2011, Numar, 2171
In spitale - total, Total, Gorj, Anul 2012, Numar, 2181
In spitale - total, Total, Gorj, Anul 2013, Numar, 2293
In spitale - total, Total, Gorj, Anul 2014, Numar, 2303
In spitale - total, Total, Gorj, Anul 2015, Numar, 2303
In spitale - total, Total, Gorj, Anul 2016, Numar, 2313
In spitale - total, Total, Gorj, Anul 2017, Numar, 2313
In spitale - total, Total, Mehedinti, Anul 1997, Numar, 2209
In spitale - total, Total, Mehedinti, Anul 1998, Numar, 2209
In spitale - total, Total, Mehedinti, Anul 1999, Numar, 2209
In spitale - total, Total, Mehedinti, Anul 2000, Numar, 2096
In spitale - total, Total, Mehedinti, Anul 2001, Numar, 2096
In spitale - total, Total, Mehedinti, Anul 2002, Numar, 2029
In spitale - total, Total, Mehedinti, Anul 2003, Numar, 1803
In spitale - total, Total, Mehedinti, Anul 2004, Numar, 1803
In spitale - total, Total, Mehedinti, Anul 2005, Numar, 1803
In spitale - total, Total, Mehedinti, Anul 2006, Numar, 1781
In spitale - total, Total, Mehedinti, Anul 2007, Numar, 1637
In spitale - total, Total, Mehedinti, Anul 2008, Numar, 1645
In spitale - total, Total, Mehedinti, Anul 2009, Numar, 1655
In spitale - total, Total, Mehedinti, Anul 2010, Numar, 1640
In spitale - total, Total, Mehedinti, Anul 2011, Numar, 1445
In spitale - total, Total, Mehedinti, Anul 2012, Numar, 1445
In spitale - total, Total, Mehedinti, Anul 2013, Numar, 1445
In spitale - total, Total, Mehedinti, Anul 2014, Numar, 1445
In spitale - total, Total, Mehedinti, Anul 2015, Numar, 1445
In spitale - total, Total, Mehedinti, Anul 2016, Numar, 1445
In spitale - total, Total, Mehedinti, Anul 2017, Numar, 1445
In spitale - total, Total, Olt, Anul 1997, Numar, 3010
In spitale - total, Total, Olt, Anul 1998, Numar, 2945
In spitale - total, Total, Olt, Anul 1999, Numar, 2917
In spitale - total, Total, Olt, Anul 2000, Numar, 2907
In spitale - total, Total, Olt, Anul 2001, Numar, 2917
In spitale - total, Total, Olt, Anul 2002, Numar, 2775
In spitale - total, Total, Olt, Anul 2003, Numar, 2372
In spitale - total, Total, Olt, Anul 2004, Numar, 2377
In spitale - total, Total, Olt, Anul 2005, Numar, 2377
In spitale - total, Total, Olt, Anul 2006, Numar, 2377
In spitale - total, Total, Olt, Anul 2007, Numar, 2177
In spitale - total, Total, Olt, Anul 2008, Numar, 2177
In spitale - total, Total, Olt, Anul 2009, Numar, 2177
In spitale - total, Total, Olt, Anul 2010, Numar, 2061
In spitale - total, Total, Olt, Anul 2011, Numar, 2061
In spitale - total, Total, Olt, Anul 2012, Numar, 2061
In spitale - total, Total, Olt, Anul 2013, Numar, 2000
In spitale - total, Total, Olt, Anul 2014, Numar, 2000
In spitale - total, Total, Olt, Anul 2015, Numar, 1995
In spitale - total, Total, Olt, Anul 2016, Numar, 1995
In spitale - total, Total, Olt, Anul 2017, Numar, 1995
In spitale - total, Total, Valcea, Anul 1997, Numar, 2822
In spitale - total, Total, Valcea, Anul 1998, Numar, 2882
In spitale - total, Total, Valcea, Anul 1999, Numar, 2877
In spitale - total, Total, Valcea, Anul 2000, Numar, 2802
In spitale - total, Total, Valcea, Anul 2001, Numar, 2802
In spitale - total, Total, Valcea, Anul 2002, Numar, 2761
In spitale - total, Total, Valcea, Anul 2003, Numar, 2319
In spitale - total, Total, Valcea, Anul 2004, Numar, 2324
In spitale - total, Total, Valcea, Anul 2005, Numar, 2339
In spitale - total, Total, Valcea, Anul 2006, Numar, 2344
In spitale - total, Total, Valcea, Anul 2007, Numar, 2259
In spitale - total, Total, Valcea, Anul 2008, Numar, 2269
In spitale - total, Total, Valcea, Anul 2009, Numar, 2277
In spitale - total, Total, Valcea, Anul 2010, Numar, 2204
In spitale - total, Total, Valcea, Anul 2011, Numar, 2149
In spitale - total, Total, Valcea, Anul 2012, Numar, 2155
In spitale - total, Total, Valcea, Anul 2013, Numar, 2155
In spitale - total, Total, Valcea, Anul 2014, Numar, 2125
In spitale - total, Total, Valcea, Anul 2015, Numar, 2125
In spitale - total, Total, Valcea, Anul 2016, Numar, 2228
In spitale - total, Total, Valcea, Anul 2017, Numar, 2228
In spitale - total, Total, Regiunea VEST, Anul 1997, Numar, 19285
In spitale - total, Total, Regiunea VEST, Anul 1998, Numar, 18675
In spitale - total, Total, Regiunea VEST, Anul 1999, Numar, 18698
In spitale - total, Total, Regiunea VEST, Anul 2000, Numar, 17963
In spitale - total, Total, Regiunea VEST, Anul 2001, Numar, 17873
In spitale - total, Total, Regiunea VEST, Anul 2002, Numar, 16780
In spitale - total, Total, Regiunea VEST, Anul 2003, Numar, 14128
In spitale - total, Total, Regiunea VEST, Anul 2004, Numar, 14155
In spitale - total, Total, Regiunea VEST, Anul 2005, Numar, 14148
In spitale - total, Total, Regiunea VEST, Anul 2006, Numar, 14084
In spitale - total, Total, Regiunea VEST, Anul 2007, Numar, 13590
In spitale - total, Total, Regiunea VEST, Anul 2008, Numar, 13623
In spitale - total, Total, Regiunea VEST, Anul 2009, Numar, 13727
In spitale - total, Total, Regiunea VEST, Anul 2010, Numar, 13050
In spitale - total, Total, Regiunea VEST, Anul 2011, Numar, 12817
In spitale - total, Total, Regiunea VEST, Anul 2012, Numar, 12855
In spitale - total, Total, Regiunea VEST, Anul 2013, Numar, 12708
In spitale - total, Total, Regiunea VEST, Anul 2014, Numar, 12661
In spitale - total, Total, Regiunea VEST, Anul 2015, Numar, 12791
In spitale - total, Total, Regiunea VEST, Anul 2016, Numar, 12795
In spitale - total, Total, Regiunea VEST, Anul 2017, Numar, 12991
In spitale - total, Total, Arad, Anul 1997, Numar, 3736
In spitale - total, Total, Arad, Anul 1998, Numar, 3736
In spitale - total, Total, Arad, Anul 1999, Numar, 3736
In spitale - total, Total, Arad, Anul 2000, Numar, 3671
In spitale - total, Total, Arad, Anul 2001, Numar, 3671
In spitale - total, Total, Arad, Anul 2002, Numar, 3256
In spitale - total, Total, Arad, Anul 2003, Numar, 2339
In spitale - total, Total, Arad, Anul 2004, Numar, 2356
In spitale - total, Total, Arad, Anul 2005, Numar, 2361
In spitale - total, Total, Arad, Anul 2006, Numar, 2375
In spitale - total, Total, Arad, Anul 2007, Numar, 2406
In spitale - total, Total, Arad, Anul 2008, Numar, 2445
In spitale - total, Total, Arad, Anul 2009, Numar, 2549
In spitale - total, Total, Arad, Anul 2010, Numar, 2376
In spitale - total, Total, Arad, Anul 2011, Numar, 2269
In spitale - total, Total, Arad, Anul 2012, Numar, 2320
In spitale - total, Total, Arad, Anul 2013, Numar, 2342
In spitale - total, Total, Arad, Anul 2014, Numar, 2319
In spitale - total, Total, Arad, Anul 2015, Numar, 2357
In spitale - total, Total, Arad, Anul 2016, Numar, 2326
In spitale - total, Total, Arad, Anul 2017, Numar, 2347
In spitale - total, Total, Caras-Severin, Anul 1997, Numar, 2752
In spitale - total, Total, Caras-Severin, Anul 1998, Numar, 2752
In spitale - total, Total, Caras-Severin, Anul 1999, Numar, 2752
In spitale - total, Total, Caras-Severin, Anul 2000, Numar, 2752
In spitale - total, Total, Caras-Severin, Anul 2001, Numar, 2752
In spitale - total, Total, Caras-Severin, Anul 2002, Numar, 2619
In spitale - total, Total, Caras-Severin, Anul 2003, Numar, 2201
In spitale - total, Total, Caras-Severin, Anul 2004, Numar, 2201
In spitale - total, Total, Caras-Severin, Anul 2005, Numar, 2211
In spitale - total, Total, Caras-Severin, Anul 2006, Numar, 2211
In spitale - total, Total, Caras-Severin, Anul 2007, Numar, 2074
In spitale - total, Total, Caras-Severin, Anul 2008, Numar, 2080
In spitale - total, Total, Caras-Severin, Anul 2009, Numar, 2080
In spitale - total, Total, Caras-Severin, Anul 2010, Numar, 1931
In spitale - total, Total, Caras-Severin, Anul 2011, Numar, 1770
In spitale - total, Total, Caras-Severin, Anul 2012, Numar, 1796
In spitale - total, Total, Caras-Severin, Anul 2013, Numar, 1798
In spitale - total, Total, Caras-Severin, Anul 2014, Numar, 1798
In spitale - total, Total, Caras-Severin, Anul 2015, Numar, 1798
In spitale - total, Total, Caras-Severin, Anul 2016, Numar, 1798
In spitale - total, Total, Caras-Severin, Anul 2017, Numar, 1798
In spitale - total, Total, Hunedoara, Anul 1997, Numar, 5025
In spitale - total, Total, Hunedoara, Anul 1998, Numar, 4953
In spitale - total, Total, Hunedoara, Anul 1999, Numar, 4965
In spitale - total, Total, Hunedoara, Anul 2000, Numar, 4683
In spitale - total, Total, Hunedoara, Anul 2001, Numar, 4683
In spitale - total, Total, Hunedoara, Anul 2002, Numar, 4434
In spitale - total, Total, Hunedoara, Anul 2003, Numar, 3680
In spitale - total, Total, Hunedoara, Anul 2004, Numar, 3690
In spitale - total, Total, Hunedoara, Anul 2005, Numar, 3690
In spitale - total, Total, Hunedoara, Anul 2006, Numar, 3680
In spitale - total, Total, Hunedoara, Anul 2007, Numar, 3482
In spitale - total, Total, Hunedoara, Anul 2008, Numar, 3494
In spitale - total, Total, Hunedoara, Anul 2009, Numar, 3494
In spitale - total, Total, Hunedoara, Anul 2010, Numar, 3287
In spitale - total, Total, Hunedoara, Anul 2011, Numar, 3213
In spitale - total, Total, Hunedoara, Anul 2012, Numar, 3233
In spitale - total, Total, Hunedoara, Anul 2013, Numar, 3123
In spitale - total, Total, Hunedoara, Anul 2014, Numar, 3128
In spitale - total, Total, Hunedoara, Anul 2015, Numar, 3198
In spitale - total, Total, Hunedoara, Anul 2016, Numar, 3228
In spitale - total, Total, Hunedoara, Anul 2017, Numar, 3278
In spitale - total, Total, Timis, Anul 1997, Numar, 7772
In spitale - total, Total, Timis, Anul 1998, Numar, 7234
In spitale - total, Total, Timis, Anul 1999, Numar, 7245
In spitale - total, Total, Timis, Anul 2000, Numar, 6857
In spitale - total, Total, Timis, Anul 2001, Numar, 6767
In spitale - total, Total, Timis, Anul 2002, Numar, 6471
In spitale - total, Total, Timis, Anul 2003, Numar, 5908
In spitale - total, Total, Timis, Anul 2004, Numar, 5908
In spitale - total, Total, Timis, Anul 2005, Numar, 5886
In spitale - total, Total, Timis, Anul 2006, Numar, 5818
In spitale - total, Total, Timis, Anul 2007, Numar, 5628
In spitale - total, Total, Timis, Anul 2008, Numar, 5604
In spitale - total, Total, Timis, Anul 2009, Numar, 5604
In spitale - total, Total, Timis, Anul 2010, Numar, 5456
In spitale - total, Total, Timis, Anul 2011, Numar, 5565
In spitale - total, Total, Timis, Anul 2012, Numar, 5506
In spitale - total, Total, Timis, Anul 2013, Numar, 5445
In spitale - total, Total, Timis, Anul 2014, Numar, 5416
In spitale - total, Total, Timis, Anul 2015, Numar, 5438
In spitale - total, Total, Timis, Anul 2016, Numar, 5443
In spitale - total, Total, Timis, Anul 2017, Numar, 5568
In spitale - total, Proprietate publica, TOTAL, Anul 1997, Numar, 163787
In spitale - total, Proprietate publica, TOTAL, Anul 1998, Numar, 161952
In spitale - total, Proprietate publica, TOTAL, Anul 1999, Numar, 161651
In spitale - total, Proprietate publica, TOTAL, Anul 2000, Numar, 164294
In spitale - total, Proprietate publica, TOTAL, Anul 2001, Numar, 165355
