Categorii de personal sanitar, Forme de proprietate , Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Stomatologi, Total, Total, Gorj, Anul 2002, Numar persoane, 80
Stomatologi, Total, Total, Gorj, Anul 2003, Numar persoane, 89
Stomatologi, Total, Total, Gorj, Anul 2004, Numar persoane, 87
Stomatologi, Total, Total, Gorj, Anul 2005, Numar persoane, 90
Stomatologi, Total, Total, Gorj, Anul 2006, Numar persoane, 90
Stomatologi, Total, Total, Gorj, Anul 2007, Numar persoane, 96
Stomatologi, Total, Total, Gorj, Anul 2008, Numar persoane, 108
Stomatologi, Total, Total, Gorj, Anul 2009, Numar persoane, 119
Stomatologi, Total, Total, Gorj, Anul 2010, Numar persoane, 121
Stomatologi, Total, Total, Gorj, Anul 2011, Numar persoane, 128
Stomatologi, Total, Total, Gorj, Anul 2012, Numar persoane, 136
Stomatologi, Total, Total, Gorj, Anul 2013, Numar persoane, 148
Stomatologi, Total, Total, Gorj, Anul 2014, Numar persoane, 159
Stomatologi, Total, Total, Gorj, Anul 2015, Numar persoane, 166
Stomatologi, Total, Total, Gorj, Anul 2016, Numar persoane, 168
Stomatologi, Total, Total, Gorj, Anul 2017, Numar persoane, 171
Stomatologi, Total, Total, Mehedinti, Anul 1997, Numar persoane, 51
Stomatologi, Total, Total, Mehedinti, Anul 1998, Numar persoane, 65
Stomatologi, Total, Total, Mehedinti, Anul 1999, Numar persoane, 61
Stomatologi, Total, Total, Mehedinti, Anul 2000, Numar persoane, 62
Stomatologi, Total, Total, Mehedinti, Anul 2001, Numar persoane, 75
Stomatologi, Total, Total, Mehedinti, Anul 2002, Numar persoane, 83
Stomatologi, Total, Total, Mehedinti, Anul 2003, Numar persoane, 76
Stomatologi, Total, Total, Mehedinti, Anul 2004, Numar persoane, 78
Stomatologi, Total, Total, Mehedinti, Anul 2005, Numar persoane, 90
Stomatologi, Total, Total, Mehedinti, Anul 2006, Numar persoane, 93
Stomatologi, Total, Total, Mehedinti, Anul 2007, Numar persoane, 90
Stomatologi, Total, Total, Mehedinti, Anul 2008, Numar persoane, 96
Stomatologi, Total, Total, Mehedinti, Anul 2009, Numar persoane, 102
Stomatologi, Total, Total, Mehedinti, Anul 2010, Numar persoane, 99
Stomatologi, Total, Total, Mehedinti, Anul 2011, Numar persoane, 106
Stomatologi, Total, Total, Mehedinti, Anul 2012, Numar persoane, 113
Stomatologi, Total, Total, Mehedinti, Anul 2013, Numar persoane, 117
Stomatologi, Total, Total, Mehedinti, Anul 2014, Numar persoane, 122
Stomatologi, Total, Total, Mehedinti, Anul 2015, Numar persoane, 126
Stomatologi, Total, Total, Mehedinti, Anul 2016, Numar persoane, 130
Stomatologi, Total, Total, Mehedinti, Anul 2017, Numar persoane, 139
Stomatologi, Total, Total, Olt, Anul 1997, Numar persoane, 68
Stomatologi, Total, Total, Olt, Anul 1998, Numar persoane, 64
Stomatologi, Total, Total, Olt, Anul 1999, Numar persoane, 55
Stomatologi, Total, Total, Olt, Anul 2000, Numar persoane, 63
Stomatologi, Total, Total, Olt, Anul 2001, Numar persoane, 75
Stomatologi, Total, Total, Olt, Anul 2002, Numar persoane, 78
Stomatologi, Total, Total, Olt, Anul 2003, Numar persoane, 81
Stomatologi, Total, Total, Olt, Anul 2004, Numar persoane, 81
Stomatologi, Total, Total, Olt, Anul 2005, Numar persoane, 85
Stomatologi, Total, Total, Olt, Anul 2006, Numar persoane, 96
Stomatologi, Total, Total, Olt, Anul 2007, Numar persoane, 105
Stomatologi, Total, Total, Olt, Anul 2008, Numar persoane, 107
Stomatologi, Total, Total, Olt, Anul 2009, Numar persoane, 111
Stomatologi, Total, Total, Olt, Anul 2010, Numar persoane, 114
Stomatologi, Total, Total, Olt, Anul 2011, Numar persoane, 88
Stomatologi, Total, Total, Olt, Anul 2012, Numar persoane, 87
Stomatologi, Total, Total, Olt, Anul 2013, Numar persoane, 87
Stomatologi, Total, Total, Olt, Anul 2014, Numar persoane, 82
Stomatologi, Total, Total, Olt, Anul 2015, Numar persoane, 76
Stomatologi, Total, Total, Olt, Anul 2016, Numar persoane, 84
Stomatologi, Total, Total, Olt, Anul 2017, Numar persoane, 84
Stomatologi, Total, Total, Valcea, Anul 1997, Numar persoane, 109
Stomatologi, Total, Total, Valcea, Anul 1998, Numar persoane, 114
Stomatologi, Total, Total, Valcea, Anul 1999, Numar persoane, 124
Stomatologi, Total, Total, Valcea, Anul 2000, Numar persoane, 109
Stomatologi, Total, Total, Valcea, Anul 2001, Numar persoane, 128
Stomatologi, Total, Total, Valcea, Anul 2002, Numar persoane, 119
Stomatologi, Total, Total, Valcea, Anul 2003, Numar persoane, 108
Stomatologi, Total, Total, Valcea, Anul 2004, Numar persoane, 136
Stomatologi, Total, Total, Valcea, Anul 2005, Numar persoane, 145
Stomatologi, Total, Total, Valcea, Anul 2006, Numar persoane, 148
Stomatologi, Total, Total, Valcea, Anul 2007, Numar persoane, 168
Stomatologi, Total, Total, Valcea, Anul 2008, Numar persoane, 174
Stomatologi, Total, Total, Valcea, Anul 2009, Numar persoane, 175
Stomatologi, Total, Total, Valcea, Anul 2010, Numar persoane, 178
Stomatologi, Total, Total, Valcea, Anul 2011, Numar persoane, 190
Stomatologi, Total, Total, Valcea, Anul 2012, Numar persoane, 204
Stomatologi, Total, Total, Valcea, Anul 2013, Numar persoane, 224
Stomatologi, Total, Total, Valcea, Anul 2014, Numar persoane, 233
Stomatologi, Total, Total, Valcea, Anul 2015, Numar persoane, 213
Stomatologi, Total, Total, Valcea, Anul 2016, Numar persoane, 221
Stomatologi, Total, Total, Valcea, Anul 2017, Numar persoane, 229
Stomatologi, Total, Total, Regiunea VEST, Anul 1997, Numar persoane, 848
Stomatologi, Total, Total, Regiunea VEST, Anul 1998, Numar persoane, 923
Stomatologi, Total, Total, Regiunea VEST, Anul 1999, Numar persoane, 918
Stomatologi, Total, Total, Regiunea VEST, Anul 2000, Numar persoane, 1162
Stomatologi, Total, Total, Regiunea VEST, Anul 2001, Numar persoane, 1153
Stomatologi, Total, Total, Regiunea VEST, Anul 2002, Numar persoane, 1098
Stomatologi, Total, Total, Regiunea VEST, Anul 2003, Numar persoane, 1140
Stomatologi, Total, Total, Regiunea VEST, Anul 2004, Numar persoane, 1217
Stomatologi, Total, Total, Regiunea VEST, Anul 2005, Numar persoane, 1183
Stomatologi, Total, Total, Regiunea VEST, Anul 2006, Numar persoane, 1356
Stomatologi, Total, Total, Regiunea VEST, Anul 2007, Numar persoane, 1611
Stomatologi, Total, Total, Regiunea VEST, Anul 2008, Numar persoane, 1690
Stomatologi, Total, Total, Regiunea VEST, Anul 2009, Numar persoane, 1742
Stomatologi, Total, Total, Regiunea VEST, Anul 2010, Numar persoane, 1610
Stomatologi, Total, Total, Regiunea VEST, Anul 2011, Numar persoane, 1682
Stomatologi, Total, Total, Regiunea VEST, Anul 2012, Numar persoane, 1664
Stomatologi, Total, Total, Regiunea VEST, Anul 2013, Numar persoane, 1712
Stomatologi, Total, Total, Regiunea VEST, Anul 2014, Numar persoane, 1757
Stomatologi, Total, Total, Regiunea VEST, Anul 2015, Numar persoane, 1817
Stomatologi, Total, Total, Regiunea VEST, Anul 2016, Numar persoane, 1847
Stomatologi, Total, Total, Regiunea VEST, Anul 2017, Numar persoane, 1874
Stomatologi, Total, Total, Arad, Anul 1997, Numar persoane, 133
Stomatologi, Total, Total, Arad, Anul 1998, Numar persoane, 143
Stomatologi, Total, Total, Arad, Anul 1999, Numar persoane, 115
Stomatologi, Total, Total, Arad, Anul 2000, Numar persoane, 159
Stomatologi, Total, Total, Arad, Anul 2001, Numar persoane, 263
Stomatologi, Total, Total, Arad, Anul 2002, Numar persoane, 247
Stomatologi, Total, Total, Arad, Anul 2003, Numar persoane, 287
Stomatologi, Total, Total, Arad, Anul 2004, Numar persoane, 250
Stomatologi, Total, Total, Arad, Anul 2005, Numar persoane, 266
Stomatologi, Total, Total, Arad, Anul 2006, Numar persoane, 295
Stomatologi, Total, Total, Arad, Anul 2007, Numar persoane, 320
Stomatologi, Total, Total, Arad, Anul 2008, Numar persoane, 337
Stomatologi, Total, Total, Arad, Anul 2009, Numar persoane, 358
Stomatologi, Total, Total, Arad, Anul 2010, Numar persoane, 380
Stomatologi, Total, Total, Arad, Anul 2011, Numar persoane, 399
Stomatologi, Total, Total, Arad, Anul 2012, Numar persoane, 374
Stomatologi, Total, Total, Arad, Anul 2013, Numar persoane, 396
Stomatologi, Total, Total, Arad, Anul 2014, Numar persoane, 399
Stomatologi, Total, Total, Arad, Anul 2015, Numar persoane, 396
Stomatologi, Total, Total, Arad, Anul 2016, Numar persoane, 395
Stomatologi, Total, Total, Arad, Anul 2017, Numar persoane, 399
Stomatologi, Total, Total, Caras-Severin, Anul 1997, Numar persoane, 90
Stomatologi, Total, Total, Caras-Severin, Anul 1998, Numar persoane, 94
Stomatologi, Total, Total, Caras-Severin, Anul 1999, Numar persoane, 62
Stomatologi, Total, Total, Caras-Severin, Anul 2000, Numar persoane, 99
Stomatologi, Total, Total, Caras-Severin, Anul 2001, Numar persoane, 96
Stomatologi, Total, Total, Caras-Severin, Anul 2002, Numar persoane, 108
Stomatologi, Total, Total, Caras-Severin, Anul 2003, Numar persoane, 109
Stomatologi, Total, Total, Caras-Severin, Anul 2004, Numar persoane, 110
Stomatologi, Total, Total, Caras-Severin, Anul 2005, Numar persoane, 118
Stomatologi, Total, Total, Caras-Severin, Anul 2006, Numar persoane, 126
Stomatologi, Total, Total, Caras-Severin, Anul 2007, Numar persoane, 131
Stomatologi, Total, Total, Caras-Severin, Anul 2008, Numar persoane, 146
Stomatologi, Total, Total, Caras-Severin, Anul 2009, Numar persoane, 148
Stomatologi, Total, Total, Caras-Severin, Anul 2010, Numar persoane, 149
Stomatologi, Total, Total, Caras-Severin, Anul 2011, Numar persoane, 154
Stomatologi, Total, Total, Caras-Severin, Anul 2012, Numar persoane, 153
Stomatologi, Total, Total, Caras-Severin, Anul 2013, Numar persoane, 156
Stomatologi, Total, Total, Caras-Severin, Anul 2014, Numar persoane, 161
Stomatologi, Total, Total, Caras-Severin, Anul 2015, Numar persoane, 183
Stomatologi, Total, Total, Caras-Severin, Anul 2016, Numar persoane, 164
Stomatologi, Total, Total, Caras-Severin, Anul 2017, Numar persoane, 171
Stomatologi, Total, Total, Hunedoara, Anul 1997, Numar persoane, 127
Stomatologi, Total, Total, Hunedoara, Anul 1998, Numar persoane, 145
Stomatologi, Total, Total, Hunedoara, Anul 1999, Numar persoane, 200
Stomatologi, Total, Total, Hunedoara, Anul 2000, Numar persoane, 166
Stomatologi, Total, Total, Hunedoara, Anul 2001, Numar persoane, 150
Stomatologi, Total, Total, Hunedoara, Anul 2002, Numar persoane, 146
Stomatologi, Total, Total, Hunedoara, Anul 2003, Numar persoane, 186
Stomatologi, Total, Total, Hunedoara, Anul 2004, Numar persoane, 175
Stomatologi, Total, Total, Hunedoara, Anul 2005, Numar persoane, 199
Stomatologi, Total, Total, Hunedoara, Anul 2006, Numar persoane, 226
Stomatologi, Total, Total, Hunedoara, Anul 2007, Numar persoane, 283
Stomatologi, Total, Total, Hunedoara, Anul 2008, Numar persoane, 292
Stomatologi, Total, Total, Hunedoara, Anul 2009, Numar persoane, 301
Stomatologi, Total, Total, Hunedoara, Anul 2010, Numar persoane, 257
Stomatologi, Total, Total, Hunedoara, Anul 2011, Numar persoane, 257
Stomatologi, Total, Total, Hunedoara, Anul 2012, Numar persoane, 255
Stomatologi, Total, Total, Hunedoara, Anul 2013, Numar persoane, 256
Stomatologi, Total, Total, Hunedoara, Anul 2014, Numar persoane, 255
Stomatologi, Total, Total, Hunedoara, Anul 2015, Numar persoane, 255
Stomatologi, Total, Total, Hunedoara, Anul 2016, Numar persoane, 266
Stomatologi, Total, Total, Hunedoara, Anul 2017, Numar persoane, 266
Stomatologi, Total, Total, Timis, Anul 1997, Numar persoane, 498
Stomatologi, Total, Total, Timis, Anul 1998, Numar persoane, 541
Stomatologi, Total, Total, Timis, Anul 1999, Numar persoane, 541
Stomatologi, Total, Total, Timis, Anul 2000, Numar persoane, 738
Stomatologi, Total, Total, Timis, Anul 2001, Numar persoane, 644
Stomatologi, Total, Total, Timis, Anul 2002, Numar persoane, 597
Stomatologi, Total, Total, Timis, Anul 2003, Numar persoane, 558
Stomatologi, Total, Total, Timis, Anul 2004, Numar persoane, 682
Stomatologi, Total, Total, Timis, Anul 2005, Numar persoane, 600
Stomatologi, Total, Total, Timis, Anul 2006, Numar persoane, 709
Stomatologi, Total, Total, Timis, Anul 2007, Numar persoane, 877
Stomatologi, Total, Total, Timis, Anul 2008, Numar persoane, 915
Stomatologi, Total, Total, Timis, Anul 2009, Numar persoane, 935
Stomatologi, Total, Total, Timis, Anul 2010, Numar persoane, 824
Stomatologi, Total, Total, Timis, Anul 2011, Numar persoane, 872
Stomatologi, Total, Total, Timis, Anul 2012, Numar persoane, 882
Stomatologi, Total, Total, Timis, Anul 2013, Numar persoane, 904
Stomatologi, Total, Total, Timis, Anul 2014, Numar persoane, 942
Stomatologi, Total, Total, Timis, Anul 2015, Numar persoane, 983
Stomatologi, Total, Total, Timis, Anul 2016, Numar persoane, 1022
Stomatologi, Total, Total, Timis, Anul 2017, Numar persoane, 1038
Stomatologi, Proprietate publica, Total, TOTAL, Anul 1990, Numar persoane, 6116
Stomatologi, Proprietate publica, Total, TOTAL, Anul 1991, Numar persoane, 5948
Stomatologi, Proprietate publica, Total, TOTAL, Anul 1992, Numar persoane, 6208
Stomatologi, Proprietate publica, Total, TOTAL, Anul 1993, Numar persoane, 6326
Stomatologi, Proprietate publica, Total, TOTAL, Anul 1994, Numar persoane, 5914
Stomatologi, Proprietate publica, Total, TOTAL, Anul 1995, Numar persoane, 6045
Stomatologi, Proprietate publica, Total, TOTAL, Anul 1996, Numar persoane, 5974
Stomatologi, Proprietate publica, Total, TOTAL, Anul 1997, Numar persoane, 5299
Stomatologi, Proprietate publica, Total, TOTAL, Anul 1998, Numar persoane, 5367
Stomatologi, Proprietate publica, Total, TOTAL, Anul 1999, Numar persoane, 5261
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2000, Numar persoane, 4983
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2001, Numar persoane, 5057
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2002, Numar persoane, 4873
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2003, Numar persoane, 4919
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2004, Numar persoane, 5013
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2005, Numar persoane, 4694
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2006, Numar persoane, 4360
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2007, Numar persoane, 4064
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2008, Numar persoane, 4067
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2009, Numar persoane, 3881
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2010, Numar persoane, 3408
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2011, Numar persoane, 3236
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2012, Numar persoane, 3157
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2013, Numar persoane, 2809
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2014, Numar persoane, 3032
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2015, Numar persoane, 1631
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2016, Numar persoane, 1643
Stomatologi, Proprietate publica, Total, TOTAL, Anul 2017, Numar persoane, 1619
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 1990, Numar persoane, 1616
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 1991, Numar persoane, 1540
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 1992, Numar persoane, 1624
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 1993, Numar persoane, 1594
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 1994, Numar persoane, 1410
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 1995, Numar persoane, 1497
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 1996, Numar persoane, 1467
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 1997, Numar persoane, 1226
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 1998, Numar persoane, 1214
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 1999, Numar persoane, 1268
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2000, Numar persoane, 1083
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2001, Numar persoane, 1155
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2002, Numar persoane, 1189
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2003, Numar persoane, 1284
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2004, Numar persoane, 1196
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2005, Numar persoane, 959
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2006, Numar persoane, 940
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2007, Numar persoane, 810
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2008, Numar persoane, 811
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2009, Numar persoane, 888
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2010, Numar persoane, 906
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2011, Numar persoane, 945
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2012, Numar persoane, 944
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2013, Numar persoane, 863
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2014, Numar persoane, 921
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2015, Numar persoane, 402
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2016, Numar persoane, 423
Stomatologi, Proprietate publica, Total, MACROREGIUNEA UNU, Anul 2017, Numar persoane, 426
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 1990, Numar persoane, 771
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 1991, Numar persoane, 780
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 830
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 842
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 740
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 793
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 766
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 629
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 623
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 602
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 531
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 599
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 593
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 740
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 609
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 489
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 521
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 400
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 355
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 349
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 371
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 395
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 426
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 415
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 423
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2015, Numar persoane, 217
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2016, Numar persoane, 227
Stomatologi, Proprietate publica, Total, Regiunea NORD-VEST, Anul 2017, Numar persoane, 232
Stomatologi, Proprietate publica, Total, Bihor, Anul 1990, Numar persoane, 183
Stomatologi, Proprietate publica, Total, Bihor, Anul 1991, Numar persoane, 174
Stomatologi, Proprietate publica, Total, Bihor, Anul 1992, Numar persoane, 170
Stomatologi, Proprietate publica, Total, Bihor, Anul 1993, Numar persoane, 166
Stomatologi, Proprietate publica, Total, Bihor, Anul 1994, Numar persoane, 154
Stomatologi, Proprietate publica, Total, Bihor, Anul 1995, Numar persoane, 155
Stomatologi, Proprietate publica, Total, Bihor, Anul 1996, Numar persoane, 147
Stomatologi, Proprietate publica, Total, Bihor, Anul 1997, Numar persoane, 124
Stomatologi, Proprietate publica, Total, Bihor, Anul 1998, Numar persoane, 125
Stomatologi, Proprietate publica, Total, Bihor, Anul 1999, Numar persoane, 106
Stomatologi, Proprietate publica, Total, Bihor, Anul 2000, Numar persoane, 110
Stomatologi, Proprietate publica, Total, Bihor, Anul 2001, Numar persoane, 208
Stomatologi, Proprietate publica, Total, Bihor, Anul 2002, Numar persoane, 213
Stomatologi, Proprietate publica, Total, Bihor, Anul 2003, Numar persoane, 226
Stomatologi, Proprietate publica, Total, Bihor, Anul 2004, Numar persoane, 153
Stomatologi, Proprietate publica, Total, Bihor, Anul 2005, Numar persoane, 61
Stomatologi, Proprietate publica, Total, Bihor, Anul 2006, Numar persoane, 96
Stomatologi, Proprietate publica, Total, Bihor, Anul 2007, Numar persoane, 19
Stomatologi, Proprietate publica, Total, Bihor, Anul 2008, Numar persoane, 18
Stomatologi, Proprietate publica, Total, Bihor, Anul 2009, Numar persoane, 18
Stomatologi, Proprietate publica, Total, Bihor, Anul 2010, Numar persoane, 15
Stomatologi, Proprietate publica, Total, Bihor, Anul 2011, Numar persoane, 14
Stomatologi, Proprietate publica, Total, Bihor, Anul 2012, Numar persoane, 13
Stomatologi, Proprietate publica, Total, Bihor, Anul 2013, Numar persoane, 12
Stomatologi, Proprietate publica, Total, Bihor, Anul 2014, Numar persoane, 11
Stomatologi, Proprietate publica, Total, Bihor, Anul 2015, Numar persoane, 26
Stomatologi, Proprietate publica, Total, Bihor, Anul 2016, Numar persoane, 36
Stomatologi, Proprietate publica, Total, Bihor, Anul 2017, Numar persoane, 46
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 1990, Numar persoane, 74
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 1991, Numar persoane, 76
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 1992, Numar persoane, 78
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 1993, Numar persoane, 77
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 1994, Numar persoane, 69
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 1995, Numar persoane, 81
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 1996, Numar persoane, 77
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 1997, Numar persoane, 57
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 1998, Numar persoane, 59
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 1999, Numar persoane, 60
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2000, Numar persoane, 48
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2001, Numar persoane, 55
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2002, Numar persoane, 52
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2003, Numar persoane, 51
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2004, Numar persoane, 51
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2005, Numar persoane, 56
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2006, Numar persoane, 59
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2007, Numar persoane, 53
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2008, Numar persoane, 48
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2009, Numar persoane, 53
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2010, Numar persoane, 50
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2011, Numar persoane, 48
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2012, Numar persoane, 48
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2013, Numar persoane, 49
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2014, Numar persoane, 51
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2015, Numar persoane, 11
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2016, Numar persoane, 12
Stomatologi, Proprietate publica, Total, Bistrita-Nasaud, Anul 2017, Numar persoane, 11
Stomatologi, Proprietate publica, Total, Cluj, Anul 1990, Numar persoane, 263
Stomatologi, Proprietate publica, Total, Cluj, Anul 1991, Numar persoane, 288
Stomatologi, Proprietate publica, Total, Cluj, Anul 1992, Numar persoane, 330
Stomatologi, Proprietate publica, Total, Cluj, Anul 1993, Numar persoane, 367
Stomatologi, Proprietate publica, Total, Cluj, Anul 1994, Numar persoane, 302
Stomatologi, Proprietate publica, Total, Cluj, Anul 1995, Numar persoane, 341
Stomatologi, Proprietate publica, Total, Cluj, Anul 1996, Numar persoane, 328
Stomatologi, Proprietate publica, Total, Cluj, Anul 1997, Numar persoane, 263
Stomatologi, Proprietate publica, Total, Cluj, Anul 1998, Numar persoane, 267
Stomatologi, Proprietate publica, Total, Cluj, Anul 1999, Numar persoane, 296
Stomatologi, Proprietate publica, Total, Cluj, Anul 2000, Numar persoane, 229
Stomatologi, Proprietate publica, Total, Cluj, Anul 2001, Numar persoane, 198
Stomatologi, Proprietate publica, Total, Cluj, Anul 2002, Numar persoane, 195
Stomatologi, Proprietate publica, Total, Cluj, Anul 2003, Numar persoane, 291
Stomatologi, Proprietate publica, Total, Cluj, Anul 2004, Numar persoane, 260
Stomatologi, Proprietate publica, Total, Cluj, Anul 2005, Numar persoane, 240
Stomatologi, Proprietate publica, Total, Cluj, Anul 2006, Numar persoane, 225
Stomatologi, Proprietate publica, Total, Cluj, Anul 2007, Numar persoane, 186
Stomatologi, Proprietate publica, Total, Cluj, Anul 2008, Numar persoane, 174
Stomatologi, Proprietate publica, Total, Cluj, Anul 2009, Numar persoane, 174
Stomatologi, Proprietate publica, Total, Cluj, Anul 2010, Numar persoane, 218
Stomatologi, Proprietate publica, Total, Cluj, Anul 2011, Numar persoane, 250
Stomatologi, Proprietate publica, Total, Cluj, Anul 2012, Numar persoane, 282
Stomatologi, Proprietate publica, Total, Cluj, Anul 2013, Numar persoane, 270
