Categorii de personal sanitar, Forme de proprietate , Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-EST, Anul 2017, Numar persoane, 5061
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 1997, Numar persoane, 489
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 1998, Numar persoane, 507
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 1999, Numar persoane, 499
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2000, Numar persoane, 568
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2001, Numar persoane, 563
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2002, Numar persoane, 567
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2003, Numar persoane, 539
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2004, Numar persoane, 540
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2005, Numar persoane, 512
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2006, Numar persoane, 502
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2007, Numar persoane, 501
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2008, Numar persoane, 516
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2009, Numar persoane, 502
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2010, Numar persoane, 526
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2011, Numar persoane, 508
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2012, Numar persoane, 512
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2013, Numar persoane, 518
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2014, Numar persoane, 535
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2015, Numar persoane, 536
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2016, Numar persoane, 513
Medici (exclusiv stomatologi), Total, Total, Braila, Anul 2017, Numar persoane, 515
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 1997, Numar persoane, 747
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 1998, Numar persoane, 651
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 1999, Numar persoane, 796
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2000, Numar persoane, 756
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2001, Numar persoane, 678
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2002, Numar persoane, 587
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2003, Numar persoane, 566
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2004, Numar persoane, 555
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2005, Numar persoane, 550
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2006, Numar persoane, 544
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2007, Numar persoane, 541
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2008, Numar persoane, 550
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2009, Numar persoane, 575
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2010, Numar persoane, 570
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2011, Numar persoane, 563
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2012, Numar persoane, 586
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2013, Numar persoane, 619
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2014, Numar persoane, 618
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2015, Numar persoane, 625
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2016, Numar persoane, 623
Medici (exclusiv stomatologi), Total, Total, Buzau, Anul 2017, Numar persoane, 615
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 1997, Numar persoane, 1316
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 1998, Numar persoane, 1335
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 1999, Numar persoane, 1476
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2000, Numar persoane, 1523
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2001, Numar persoane, 1545
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2002, Numar persoane, 1557
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2003, Numar persoane, 1634
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2004, Numar persoane, 1634
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2005, Numar persoane, 1544
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2006, Numar persoane, 1565
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2007, Numar persoane, 1762
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2008, Numar persoane, 1865
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2009, Numar persoane, 2016
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2010, Numar persoane, 1893
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2011, Numar persoane, 1933
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2012, Numar persoane, 1916
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2013, Numar persoane, 1876
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2014, Numar persoane, 1963
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2015, Numar persoane, 1985
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2016, Numar persoane, 2053
Medici (exclusiv stomatologi), Total, Total, Constanta, Anul 2017, Numar persoane, 2117
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 1997, Numar persoane, 643
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 1998, Numar persoane, 686
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 1999, Numar persoane, 746
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2000, Numar persoane, 781
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2001, Numar persoane, 823
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2002, Numar persoane, 850
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2003, Numar persoane, 856
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2004, Numar persoane, 809
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2005, Numar persoane, 816
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2006, Numar persoane, 777
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2007, Numar persoane, 817
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2008, Numar persoane, 809
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2009, Numar persoane, 825
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2010, Numar persoane, 840
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2011, Numar persoane, 874
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2012, Numar persoane, 914
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2013, Numar persoane, 889
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2014, Numar persoane, 920
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2015, Numar persoane, 968
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2016, Numar persoane, 938
Medici (exclusiv stomatologi), Total, Total, Galati, Anul 2017, Numar persoane, 948
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 1997, Numar persoane, 287
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 1998, Numar persoane, 263
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 1999, Numar persoane, 261
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2000, Numar persoane, 342
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2001, Numar persoane, 337
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2002, Numar persoane, 288
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2003, Numar persoane, 304
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2004, Numar persoane, 310
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2005, Numar persoane, 308
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2006, Numar persoane, 313
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2007, Numar persoane, 327
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2008, Numar persoane, 337
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2009, Numar persoane, 349
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2010, Numar persoane, 361
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2011, Numar persoane, 369
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2012, Numar persoane, 332
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2013, Numar persoane, 353
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2014, Numar persoane, 348
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2015, Numar persoane, 375
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2016, Numar persoane, 361
Medici (exclusiv stomatologi), Total, Total, Tulcea, Anul 2017, Numar persoane, 340
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 1997, Numar persoane, 490
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 1998, Numar persoane, 501
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 1999, Numar persoane, 496
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2000, Numar persoane, 515
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2001, Numar persoane, 494
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2002, Numar persoane, 503
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2003, Numar persoane, 505
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2004, Numar persoane, 502
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2005, Numar persoane, 511
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2006, Numar persoane, 488
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2007, Numar persoane, 466
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2008, Numar persoane, 496
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2009, Numar persoane, 507
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2010, Numar persoane, 509
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2011, Numar persoane, 516
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2012, Numar persoane, 506
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2013, Numar persoane, 502
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2014, Numar persoane, 497
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2015, Numar persoane, 521
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2016, Numar persoane, 527
Medici (exclusiv stomatologi), Total, Total, Vrancea, Anul 2017, Numar persoane, 526
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 1997, Numar persoane, 12388
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 1998, Numar persoane, 13048
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 1999, Numar persoane, 15216
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2000, Numar persoane, 13308
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2001, Numar persoane, 13961
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2002, Numar persoane, 13838
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2003, Numar persoane, 14532
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2004, Numar persoane, 15194
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2005, Numar persoane, 15858
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2006, Numar persoane, 15688
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2007, Numar persoane, 15601
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2008, Numar persoane, 16051
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2009, Numar persoane, 15927
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2010, Numar persoane, 16784
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2011, Numar persoane, 16324
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2012, Numar persoane, 16748
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2013, Numar persoane, 16761
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2014, Numar persoane, 17196
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2015, Numar persoane, 17426
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2016, Numar persoane, 17950
Medici (exclusiv stomatologi), Total, Total, MACROREGIUNEA TREI, Anul 2017, Numar persoane, 18117
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 3959
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 4036
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 3945
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 4508
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 4704
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 4633
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 4426
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 4322
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 4336
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 4329
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 4212
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 4463
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 4515
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 4600
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 4499
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 4549
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 4670
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 4653
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2015, Numar persoane, 4667
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2016, Numar persoane, 4690
Medici (exclusiv stomatologi), Total, Total, Regiunea SUD-MUNTENIA, Anul 2017, Numar persoane, 4635
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 1997, Numar persoane, 961
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 1998, Numar persoane, 1031
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 1999, Numar persoane, 1018
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2000, Numar persoane, 1052
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2001, Numar persoane, 1112
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2002, Numar persoane, 1134
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2003, Numar persoane, 1155
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2004, Numar persoane, 1139
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2005, Numar persoane, 1160
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2006, Numar persoane, 1266
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2007, Numar persoane, 1194
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2008, Numar persoane, 1321
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2009, Numar persoane, 1324
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2010, Numar persoane, 1346
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2011, Numar persoane, 1353
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2012, Numar persoane, 1317
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2013, Numar persoane, 1391
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2014, Numar persoane, 1395
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2015, Numar persoane, 1419
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2016, Numar persoane, 1471
Medici (exclusiv stomatologi), Total, Total, Arges, Anul 2017, Numar persoane, 1422
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 1997, Numar persoane, 310
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 1998, Numar persoane, 303
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 1999, Numar persoane, 321
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2000, Numar persoane, 323
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2001, Numar persoane, 352
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2002, Numar persoane, 350
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2003, Numar persoane, 350
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2004, Numar persoane, 347
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2005, Numar persoane, 331
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2006, Numar persoane, 276
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2007, Numar persoane, 269
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2008, Numar persoane, 272
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2009, Numar persoane, 285
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2010, Numar persoane, 313
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2011, Numar persoane, 311
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2012, Numar persoane, 313
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2013, Numar persoane, 326
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2014, Numar persoane, 326
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2015, Numar persoane, 314
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2016, Numar persoane, 310
Medici (exclusiv stomatologi), Total, Total, Calarasi, Anul 2017, Numar persoane, 284
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 1997, Numar persoane, 595
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 1998, Numar persoane, 585
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 1999, Numar persoane, 610
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2000, Numar persoane, 644
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2001, Numar persoane, 662
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2002, Numar persoane, 674
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2003, Numar persoane, 675
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2004, Numar persoane, 659
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2005, Numar persoane, 640
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2006, Numar persoane, 625
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2007, Numar persoane, 653
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2008, Numar persoane, 625
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2009, Numar persoane, 653
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2010, Numar persoane, 650
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2011, Numar persoane, 639
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2012, Numar persoane, 620
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2013, Numar persoane, 618
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2014, Numar persoane, 598
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2015, Numar persoane, 585
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2016, Numar persoane, 591
Medici (exclusiv stomatologi), Total, Total, Dambovita, Anul 2017, Numar persoane, 582
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 1997, Numar persoane, 320
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 1998, Numar persoane, 308
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 1999, Numar persoane, 281
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2000, Numar persoane, 294
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2001, Numar persoane, 316
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2002, Numar persoane, 311
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2003, Numar persoane, 303
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2004, Numar persoane, 306
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2005, Numar persoane, 285
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2006, Numar persoane, 269
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2007, Numar persoane, 261
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2008, Numar persoane, 279
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2009, Numar persoane, 285
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2010, Numar persoane, 297
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2011, Numar persoane, 297
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2012, Numar persoane, 315
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2013, Numar persoane, 322
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2014, Numar persoane, 322
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2015, Numar persoane, 325
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2016, Numar persoane, 314
Medici (exclusiv stomatologi), Total, Total, Giurgiu, Anul 2017, Numar persoane, 311
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 1997, Numar persoane, 307
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 1998, Numar persoane, 295
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 1999, Numar persoane, 247
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2000, Numar persoane, 284
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2001, Numar persoane, 290
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2002, Numar persoane, 279
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2003, Numar persoane, 288
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2004, Numar persoane, 283
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2005, Numar persoane, 274
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2006, Numar persoane, 280
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2007, Numar persoane, 274
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2008, Numar persoane, 284
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2009, Numar persoane, 283
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2010, Numar persoane, 290
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2011, Numar persoane, 289
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2012, Numar persoane, 299
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2013, Numar persoane, 317
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2014, Numar persoane, 312
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2015, Numar persoane, 326
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2016, Numar persoane, 326
Medici (exclusiv stomatologi), Total, Total, Ialomita, Anul 2017, Numar persoane, 323
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 1997, Numar persoane, 945
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 1998, Numar persoane, 979
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 1999, Numar persoane, 1011
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2000, Numar persoane, 1424
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2001, Numar persoane, 1444
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2002, Numar persoane, 1392
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2003, Numar persoane, 1166
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2004, Numar persoane, 1110
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2005, Numar persoane, 1160
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2006, Numar persoane, 1123
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2007, Numar persoane, 1078
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2008, Numar persoane, 1157
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2009, Numar persoane, 1157
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2010, Numar persoane, 1175
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2011, Numar persoane, 1082
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2012, Numar persoane, 1151
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2013, Numar persoane, 1134
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2014, Numar persoane, 1121
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2015, Numar persoane, 1127
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2016, Numar persoane, 1116
Medici (exclusiv stomatologi), Total, Total, Prahova, Anul 2017, Numar persoane, 1166
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 1997, Numar persoane, 521
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 1998, Numar persoane, 535
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 1999, Numar persoane, 457
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 2000, Numar persoane, 487
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 2001, Numar persoane, 528
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 2002, Numar persoane, 493
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 2003, Numar persoane, 489
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 2004, Numar persoane, 478
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 2005, Numar persoane, 486
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 2006, Numar persoane, 490
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 2007, Numar persoane, 483
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 2008, Numar persoane, 525
Medici (exclusiv stomatologi), Total, Total, Teleorman, Anul 2009, Numar persoane, 528
