Unitati  capacitate  cheltuieli de functionare, Macroregiuni  regiuni de dezvoltare si judete, Ani, Um: Numar, Valoare
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 1999, Numar persoane, 658
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2000, Numar persoane, 942
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2001, Numar persoane, 703
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2002, Numar persoane, 370
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2003, Numar persoane, 215
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2004, Numar persoane, 189
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2005, Numar persoane, 234
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2006, Numar persoane, 288
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2007, Numar persoane, 231
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2008, Numar persoane, 218
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2009, Numar persoane, 179
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2010, Numar persoane, 179
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2011, Numar persoane, 18
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2012, Numar persoane, 19
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2013, Numar persoane, 33
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2014, Numar persoane, 259
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2015, Numar persoane, 88
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2016, Numar persoane, 99
Cantine publice-numar mediu zilnic de beneficiari, Covasna, Anul 2017, Numar persoane, 96
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 1994, Numar persoane, 153
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 1995, Numar persoane, 3308
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 1996, Numar persoane, 690
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 1997, Numar persoane, 439
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 1998, Numar persoane, 580
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 1999, Numar persoane, 342
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2000, Numar persoane, 204
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2001, Numar persoane, 474
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2002, Numar persoane, 156
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2003, Numar persoane, 356
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2004, Numar persoane, 333
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2005, Numar persoane, 240
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2006, Numar persoane, 269
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2007, Numar persoane, 195
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2008, Numar persoane, 286
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2009, Numar persoane, 252
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2010, Numar persoane, 205
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2011, Numar persoane, 70
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2012, Numar persoane, 331
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2013, Numar persoane, 303
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2014, Numar persoane, 340
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2015, Numar persoane, 260
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2016, Numar persoane, 232
Cantine publice-numar mediu zilnic de beneficiari, Harghita, Anul 2017, Numar persoane, 240
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 1994, Numar persoane, 190
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 1995, Numar persoane, 109
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 1996, Numar persoane, 112
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 1997, Numar persoane, 193
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 1998, Numar persoane, 19
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 1999, Numar persoane, 33
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2000, Numar persoane, 42
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2001, Numar persoane, 111
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2002, Numar persoane, 263
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2003, Numar persoane, 247
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2004, Numar persoane, 256
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2005, Numar persoane, 256
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2006, Numar persoane, 258
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2007, Numar persoane, 237
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2008, Numar persoane, 219
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2009, Numar persoane, 302
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2010, Numar persoane, 330
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2011, Numar persoane, 597
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2012, Numar persoane, 513
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2013, Numar persoane, 364
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2014, Numar persoane, 142
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2015, Numar persoane, 304
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2016, Numar persoane, 89
Cantine publice-numar mediu zilnic de beneficiari, Mures, Anul 2017, Numar persoane, 59
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 1994, Numar persoane, 750
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 1995, Numar persoane, 370
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 1996, Numar persoane, 386
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 1997, Numar persoane, 416
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 1998, Numar persoane, 392
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 1999, Numar persoane, 459
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2000, Numar persoane, 461
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2001, Numar persoane, 586
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2002, Numar persoane, 616
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2003, Numar persoane, 405
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2004, Numar persoane, 377
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2005, Numar persoane, 371
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2006, Numar persoane, 200
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2007, Numar persoane, 332
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2008, Numar persoane, 395
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2009, Numar persoane, 304
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2010, Numar persoane, 246
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2011, Numar persoane, 405
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2012, Numar persoane, 416
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2013, Numar persoane, 406
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2014, Numar persoane, 437
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2015, Numar persoane, 425
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2016, Numar persoane, 422
Cantine publice-numar mediu zilnic de beneficiari, Sibiu, Anul 2017, Numar persoane, 366
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 1994, Numar persoane, 17669
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 1995, Numar persoane, 16470
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 1996, Numar persoane, 14805
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 1997, Numar persoane, 11384
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 1998, Numar persoane, 12462
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 1999, Numar persoane, 12007
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2000, Numar persoane, 12116
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2001, Numar persoane, 13598
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2002, Numar persoane, 9979
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2003, Numar persoane, 9417
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2004, Numar persoane, 9594
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2005, Numar persoane, 8349
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2006, Numar persoane, 7516
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2007, Numar persoane, 6891
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2008, Numar persoane, 7384
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2009, Numar persoane, 5947
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2010, Numar persoane, 5877
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2011, Numar persoane, 4464
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2012, Numar persoane, 4867
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2013, Numar persoane, 5078
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2014, Numar persoane, 6426
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2015, Numar persoane, 6538
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2016, Numar persoane, 4578
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA DOI, Anul 2017, Numar persoane, 3896
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 1994, Numar persoane, 9965
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 1995, Numar persoane, 10069
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 1996, Numar persoane, 9914
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 1997, Numar persoane, 7876
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 1998, Numar persoane, 8448
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 1999, Numar persoane, 7454
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2000, Numar persoane, 7076
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2001, Numar persoane, 7878
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2002, Numar persoane, 5602
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2003, Numar persoane, 4052
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2004, Numar persoane, 3923
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2005, Numar persoane, 3343
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2006, Numar persoane, 3028
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2007, Numar persoane, 2986
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2008, Numar persoane, 2995
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2009, Numar persoane, 2416
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2010, Numar persoane, 2109
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2011, Numar persoane, 1888
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2012, Numar persoane, 1997
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2013, Numar persoane, 2452
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2014, Numar persoane, 2782
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2015, Numar persoane, 2846
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2016, Numar persoane, 2015
Cantine publice-numar mediu zilnic de beneficiari, Regiunea NORD-EST, Anul 2017, Numar persoane, 1838
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 1994, Numar persoane, 1501
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 1995, Numar persoane, 1141
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 1996, Numar persoane, 641
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 1997, Numar persoane, 713
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 1998, Numar persoane, 885
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 1999, Numar persoane, 1186
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2000, Numar persoane, 355
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2001, Numar persoane, 920
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2002, Numar persoane, 636
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2003, Numar persoane, 210
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2004, Numar persoane, 335
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2005, Numar persoane, 226
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2006, Numar persoane, 200
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2007, Numar persoane, 200
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2008, Numar persoane, 218
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2009, Numar persoane, 210
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2010, Numar persoane, 265
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2011, Numar persoane, 123
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2012, Numar persoane, 125
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2013, Numar persoane, 129
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2014, Numar persoane, 73
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2015, Numar persoane, 234
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2016, Numar persoane, 112
Cantine publice-numar mediu zilnic de beneficiari, Bacau, Anul 2017, Numar persoane, 97
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 1994, Numar persoane, 2013
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 1995, Numar persoane, 2398
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 1996, Numar persoane, 3114
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 1997, Numar persoane, 1105
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 1998, Numar persoane, 1088
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 1999, Numar persoane, 1218
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2000, Numar persoane, 1310
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2001, Numar persoane, 1070
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2002, Numar persoane, 843
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2003, Numar persoane, 560
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2004, Numar persoane, 554
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2005, Numar persoane, 341
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2006, Numar persoane, 359
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2007, Numar persoane, 271
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2008, Numar persoane, 285
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2009, Numar persoane, 305
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2010, Numar persoane, 268
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2011, Numar persoane, 255
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2012, Numar persoane, 267
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2013, Numar persoane, 306
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2014, Numar persoane, 321
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2015, Numar persoane, 388
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2016, Numar persoane, 319
Cantine publice-numar mediu zilnic de beneficiari, Botosani, Anul 2017, Numar persoane, 287
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 1994, Numar persoane, 2958
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 1995, Numar persoane, 2310
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 1996, Numar persoane, 2113
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 1997, Numar persoane, 1824
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 1998, Numar persoane, 1924
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 1999, Numar persoane, 1184
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2000, Numar persoane, 1412
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2001, Numar persoane, 1620
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2002, Numar persoane, 1057
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2003, Numar persoane, 227
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2004, Numar persoane, 260
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2005, Numar persoane, 282
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2006, Numar persoane, 249
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2007, Numar persoane, 228
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2008, Numar persoane, 194
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2009, Numar persoane, 191
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2010, Numar persoane, 193
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2011, Numar persoane, 170
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2012, Numar persoane, 173
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2013, Numar persoane, 172
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2014, Numar persoane, 225
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2015, Numar persoane, 189
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2016, Numar persoane, 171
Cantine publice-numar mediu zilnic de beneficiari, Iasi, Anul 2017, Numar persoane, 177
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 1994, Numar persoane, 476
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 1995, Numar persoane, 460
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 1996, Numar persoane, 462
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 1997, Numar persoane, 442
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 1998, Numar persoane, 717
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 1999, Numar persoane, 380
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2000, Numar persoane, 217
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2001, Numar persoane, 624
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2002, Numar persoane, 528
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2003, Numar persoane, 517
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2004, Numar persoane, 571
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2005, Numar persoane, 443
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2006, Numar persoane, 361
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2007, Numar persoane, 374
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2008, Numar persoane, 535
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2009, Numar persoane, 361
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2010, Numar persoane, 275
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2011, Numar persoane, 276
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2012, Numar persoane, 286
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2013, Numar persoane, 165
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2014, Numar persoane, 261
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2015, Numar persoane, 329
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2016, Numar persoane, 412
Cantine publice-numar mediu zilnic de beneficiari, Neamt, Anul 2017, Numar persoane, 355
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 1994, Numar persoane, 1619
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 1995, Numar persoane, 2257
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 1996, Numar persoane, 2142
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 1997, Numar persoane, 2657
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 1998, Numar persoane, 2508
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 1999, Numar persoane, 2271
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2000, Numar persoane, 2463
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2001, Numar persoane, 2423
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2002, Numar persoane, 1949
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2003, Numar persoane, 2109
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2004, Numar persoane, 1737
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2005, Numar persoane, 1501
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2006, Numar persoane, 1302
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2007, Numar persoane, 1328
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2008, Numar persoane, 1268
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2009, Numar persoane, 1008
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2010, Numar persoane, 839
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2011, Numar persoane, 749
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2012, Numar persoane, 747
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2013, Numar persoane, 683
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2014, Numar persoane, 813
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2015, Numar persoane, 784
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2016, Numar persoane, 548
Cantine publice-numar mediu zilnic de beneficiari, Suceava, Anul 2017, Numar persoane, 469
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 1994, Numar persoane, 1398
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 1995, Numar persoane, 1503
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 1996, Numar persoane, 1442
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 1997, Numar persoane, 1135
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 1998, Numar persoane, 1326
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 1999, Numar persoane, 1215
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2000, Numar persoane, 1319
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2001, Numar persoane, 1221
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2002, Numar persoane, 589
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2003, Numar persoane, 429
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2004, Numar persoane, 466
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2005, Numar persoane, 550
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2006, Numar persoane, 557
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2007, Numar persoane, 585
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2008, Numar persoane, 495
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2009, Numar persoane, 341
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2010, Numar persoane, 269
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2011, Numar persoane, 315
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2012, Numar persoane, 399
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2013, Numar persoane, 997
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2014, Numar persoane, 1089
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2015, Numar persoane, 922
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2016, Numar persoane, 453
Cantine publice-numar mediu zilnic de beneficiari, Vaslui, Anul 2017, Numar persoane, 453
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 1994, Numar persoane, 7704
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 1995, Numar persoane, 6401
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 1996, Numar persoane, 4891
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 1997, Numar persoane, 3508
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 1998, Numar persoane, 4014
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 1999, Numar persoane, 4553
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2000, Numar persoane, 5040
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2001, Numar persoane, 5720
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2002, Numar persoane, 4377
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2003, Numar persoane, 5365
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2004, Numar persoane, 5671
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2005, Numar persoane, 5006
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2006, Numar persoane, 4488
